"","censusyear","simulation_nr","SVt","BBt","Dt","Mt","D_species_richness","D_simpson","H_simpson"
"81",1995,4,1,1,1,4,253,0.81630971782523,5.4439461258411
"82",1995,4,1,1,1,8,264,0.815763755953614,5.42781364859036
"83",1995,4,1,1,1,16,283,0.817597379386634,5.48237737285406
"84",1995,4,1,1,1,32,320,0.816357042424525,5.44534902509949
"85",1995,5,1,1,1,1,247,0.81716514030941,5.46941650893211
"86",1995,5,1,1,1,2,250,0.819062421646551,5.52676790028973
"87",1995,5,1,1,1,4,254,0.815107660608373,5.40855290863005
"88",1995,5,1,1,1,8,263,0.816143971058911,5.43903839193882
"89",1995,5,1,1,1,16,276,0.81608647586976,5.43733803552064
"90",1995,5,1,1,1,32,332,0.818593399439949,5.51247858078335
"91",2000,1,1,1,1,1,244,0.823471561424979,5.66480963674881
"92",2000,1,1,1,1,2,245,0.822268280325302,5.62645768482011
"93",2000,1,1,1,1,4,252,0.821631874824522,5.60638286137843
"94",2000,1,1,1,1,8,266,0.82268882176805,5.6398023518396
"95",2000,1,1,1,1,16,290,0.821553881209092,5.60393247427105
"96",2000,1,1,1,1,32,329,0.818883693590909,5.52131400991183
"97",2000,2,1,1,1,1,250,0.821393134617895,5.5988889221063
"98",2000,2,1,1,1,2,249,0.821737153213368,5.60969387635176
"99",2000,2,1,1,1,4,246,0.819422031644407,5.53777412109768
"100",2000,2,1,1,1,8,263,0.821922578012517,5.61553502313331
"101",2000,2,1,1,1,16,274,0.819219623572138,5.53157383428192
"102",2000,2,1,1,1,32,318,0.821768995430226,5.61069608743925
"103",2000,3,1,1,1,1,249,0.82071466446212,5.5777010261317
"104",2000,3,1,1,1,2,249,0.820193522193681,5.5615348912911
"105",2000,3,1,1,1,4,254,0.821201407551453,5.59288519168723
"106",2000,3,1,1,1,8,261,0.820908135424709,5.58372655492454
"107",2000,3,1,1,1,16,287,0.822159874292288,5.62302796413641
"108",2000,3,1,1,1,32,316,0.821319197940568,5.59657214694717
"109",2000,4,1,1,1,1,246,0.819945192601583,5.55386448409149
"110",2000,4,1,1,1,2,245,0.822237619800207,5.6254872311907
"111",2000,4,1,1,1,4,251,0.820173815296021,5.56092541053545
"112",2000,4,1,1,1,8,264,0.820174328966282,5.5609412952642
"113",2000,4,1,1,1,16,285,0.82324939179291,5.65768915956629
"114",2000,4,1,1,1,32,332,0.822694114515092,5.63997070523142
"115",2000,5,1,1,1,1,241,0.82264838710824,5.63851652485569
"116",2000,5,1,1,1,2,246,0.823072295367751,5.6520260751618
"117",2000,5,1,1,1,4,254,0.821050240739504,5.58816063308757
"118",2000,5,1,1,1,8,262,0.82109599241534,5.58958971071
"119",2000,5,1,1,1,16,280,0.822230126581611,5.6252501099917
"120",2000,5,1,1,1,32,333,0.822988556824242,5.64935227948556
"121",2005,1,1,1,1,1,242,0.832445051533853,5.96819138529975
"122",2005,1,1,1,1,2,244,0.828992580661358,5.84769949670851
"123",2005,1,1,1,1,4,249,0.829802750843918,5.87553562092496
"124",2005,1,1,1,1,8,263,0.829530529924728,5.86615303935915
"125",2005,1,1,1,1,16,293,0.830637029917277,5.90447840818784
"126",2005,1,1,1,1,32,334,0.82675419200952,5.77214543658655
"127",2005,2,1,1,1,1,246,0.830136181454303,5.88706888000977
"128",2005,2,1,1,1,2,245,0.830300518202498,5.89276990953499
"129",2005,2,1,1,1,4,245,0.827757840198993,5.80577949762885
"130",2005,2,1,1,1,8,263,0.830737040111517,5.9079671102221
"131",2005,2,1,1,1,16,279,0.826861028957332,5.77570719046009
"132",2005,2,1,1,1,32,326,0.830818025247382,5.91079517461729
"133",2005,3,1,1,1,1,245,0.828002269173227,5.81403019210264
"134",2005,3,1,1,1,2,243,0.829127737100023,5.85232490650264
"135",2005,3,1,1,1,4,252,0.829955937087077,5.88082866799112
"136",2005,3,1,1,1,8,261,0.829518942354658,5.86575431788049
"137",2005,3,1,1,1,16,287,0.830369956892478,5.89518213684671
"138",2005,3,1,1,1,32,328,0.830532030204925,5.90082008540744
"139",2005,4,1,1,1,1,238,0.827215410023887,5.78755316164623
"140",2005,4,1,1,1,2,245,0.830839778955964,5.91155529253937
"141",2005,4,1,1,1,4,251,0.828523686718816,5.83170923648338
"142",2005,4,1,1,1,8,269,0.828246289822958,5.82229052850858
"143",2005,4,1,1,1,16,284,0.830372249690948,5.89526181994429
"144",2005,4,1,1,1,32,333,0.830482037794517,5.89907987914485
"145",2005,5,1,1,1,1,239,0.830144128757378,5.88734432718904
"146",2005,5,1,1,1,2,245,0.830576901391245,5.90238289944912
"147",2005,5,1,1,1,4,253,0.829621647066444,5.86929021663908
"148",2005,5,1,1,1,8,260,0.829766572052092,5.87428692504509
"149",2005,5,1,1,1,16,284,0.830776451969733,5.90934306507473
"150",2005,5,1,1,1,32,349,0.831335574320255,5.92893252960628
"151",2010,1,1,1,1,1,234,0.842005019639313,6.32931500555964
"152",2010,1,1,1,1,2,240,0.838121446970489,6.17747058696339
"153",2010,1,1,1,1,4,247,0.838360217765274,6.18659581307681
"154",2010,1,1,1,1,8,260,0.839318730119084,6.22350072750309
"155",2010,1,1,1,1,16,299,0.839385421511111,6.22608488848463
"156",2010,1,1,1,1,32,352,0.836732619030116,6.12492216179091
"157",2010,2,1,1,1,1,244,0.839314270539019,6.22332800401437
"158",2010,2,1,1,1,2,242,0.839271244672978,6.22166206641356
"159",2010,2,1,1,1,4,244,0.835986150754014,6.0970461006632
"160",2010,2,1,1,1,8,259,0.83950243478266,6.23062411349254
"161",2010,2,1,1,1,16,283,0.837493024640486,6.15358200955806
"162",2010,2,1,1,1,32,338,0.840501043467911,6.26963349317471
"163",2010,3,1,1,1,1,242,0.837091335311404,6.13840891711637
"164",2010,3,1,1,1,2,245,0.837718356618458,6.1621264066749
"165",2010,3,1,1,1,4,251,0.839067869709599,6.21379955758683
"166",2010,3,1,1,1,8,260,0.838946740807895,6.20912613017781
"167",2010,3,1,1,1,16,291,0.839812951381874,6.24270194517363
"168",2010,3,1,1,1,32,347,0.840207443757536,6.25811379149997
"169",2010,4,1,1,1,1,235,0.836350213402344,6.1106098626243
"170",2010,4,1,1,1,2,242,0.840793430415949,6.28114783587534
"171",2010,4,1,1,1,4,249,0.838756303257045,6.20179281546826
"172",2010,4,1,1,1,8,268,0.837871948261128,6.16796408317191
"173",2010,4,1,1,1,16,288,0.839973869141969,6.24897943003546
"174",2010,4,1,1,1,32,348,0.839461054177314,6.2290181044573
"175",2010,5,1,1,1,1,242,0.839247882659423,6.22075787581295
"176",2010,5,1,1,1,2,240,0.838841300468029,6.20506372230694
"177",2010,5,1,1,1,4,254,0.838094966374216,6.17646022242478
"178",2010,5,1,1,1,8,265,0.839732127539642,6.23955372120726
"179",2010,5,1,1,1,16,293,0.840604423519846,6.27369982331037
"180",2010,5,1,1,1,32,365,0.840670280310924,6.27629297253175
"181",2015,1,1,1,1,1,233,0.8515121691966,6.73455861392451
"182",2015,1,1,1,1,2,241,0.849344228901434,6.63764814788113
"183",2015,1,1,1,1,4,244,0.848851444194862,6.61600764012066
"184",2015,1,1,1,1,8,261,0.84884413648898,6.61568778591969
"185",2015,1,1,1,1,16,305,0.849625459228618,6.65006187131319
"186",2015,1,1,1,1,32,358,0.847725327766356,6.56708029859123
"187",2015,2,1,1,1,1,242,0.849082006035764,6.62611510882511
"188",2015,2,1,1,1,2,241,0.84879279010583,6.61344125521464
"189",2015,2,1,1,1,4,250,0.846938813238456,6.53333494374321
"190",2015,2,1,1,1,8,261,0.849960625495405,6.66491714792756
"191",2015,2,1,1,1,16,282,0.848651299483441,6.60725857960433
"192",2015,2,1,1,1,32,354,0.850682998667134,6.69716101363932
"193",2015,3,1,1,1,1,238,0.84667648748031,6.52215686665525
"194",2015,3,1,1,1,2,248,0.848763863563165,6.61217631949796
"195",2015,3,1,1,1,4,249,0.848722313936183,6.61036023236201
"196",2015,3,1,1,1,8,261,0.849108863448263,6.62729450418797
"197",2015,3,1,1,1,16,297,0.850462040193977,6.68726523551061
"198",2015,3,1,1,1,32,361,0.849765518673025,6.65626153974311
"199",2015,4,1,1,1,1,233,0.847585311413145,6.56104742444255
"200",2015,4,1,1,1,2,240,0.851081232186413,6.71507033453149
"201",2015,4,1,1,1,4,248,0.848433655033727,6.5977707664754
"202",2015,4,1,1,1,8,271,0.848272071828961,6.59074444668307
"203",2015,4,1,1,1,16,294,0.849502854949585,6.64464431976443
"204",2015,4,1,1,1,32,363,0.850047044573237,6.66875819255458
"205",2015,5,1,1,1,1,240,0.849484746205733,6.64384489140788
"206",2015,5,1,1,1,2,239,0.850270905595261,6.67872869982676
"207",2015,5,1,1,1,4,252,0.847898454811525,6.57455516813365
"208",2015,5,1,1,1,8,264,0.850401210198871,6.68454605367707
"209",2015,5,1,1,1,16,303,0.851373177968272,6.72826066203935
"210",2015,5,1,1,1,32,387,0.851409648227907,6.72991205737097
"211",2019,1,1,1,1,1,231,0.86138872948118,7.21442056087513
"212",2019,1,1,1,1,2,242,0.857990025601673,7.0417588921964
"213",2019,1,1,1,1,4,244,0.857697839296715,7.0273001833409
"214",2019,1,1,1,1,8,265,0.857697798985575,7.02729819265851
"215",2019,1,1,1,1,16,308,0.857592288591084,7.02209164171281
"216",2019,1,1,1,1,32,379,0.856240038589455,6.95603970805356
"217",2019,2,1,1,1,1,240,0.857698319639696,7.02732390417336
"218",2019,2,1,1,1,2,238,0.857564282029655,7.02071091612146
"219",2019,2,1,1,1,4,250,0.855640021361977,6.92712765293117
"220",2019,2,1,1,1,8,267,0.859073336211819,7.09588925984259
"221",2019,2,1,1,1,16,285,0.857148112723398,7.00025753292087
"222",2019,2,1,1,1,32,372,0.860024091930264,7.14408653453279
"223",2019,3,1,1,1,1,236,0.855559373709359,6.9232599281854
"224",2019,3,1,1,1,2,246,0.857442780329419,7.01472715524883
"225",2019,3,1,1,1,4,248,0.857594972259375,7.02222397527555
"226",2019,3,1,1,1,8,260,0.857678614853091,7.02635095188096
"227",2019,3,1,1,1,16,303,0.858775687003923,7.0809337201575
"228",2019,3,1,1,1,32,376,0.85874805993219,7.07954878014372
"229",2019,4,1,1,1,1,231,0.855786998734516,6.93418756440054
"230",2019,4,1,1,1,2,239,0.860042927280017,7.14504798196757
"231",2019,4,1,1,1,4,245,0.857003020768147,6.99315471817495
"232",2019,4,1,1,1,8,276,0.857729909276537,7.02888425047641
"233",2019,4,1,1,1,16,298,0.858459058061222,7.06509357859537
"234",2019,4,1,1,1,32,370,0.858139968215198,7.04920186058447
"235",2019,5,1,1,1,1,238,0.857622610944527,7.02358714845078
"236",2019,5,1,1,1,2,239,0.8581253876999,7.04847741105892
"237",2019,5,1,1,1,4,251,0.855407647605538,6.91599509545223
"238",2019,5,1,1,1,8,263,0.858506118980853,7.0674434314561
"239",2019,5,1,1,1,16,312,0.85999905455667,7.14280890627831
"240",2019,5,1,1,1,32,405,0.86003836610017,7.1448151335222
"241",2023,1,1,1,1,1,229,0.869115365820984,7.64031626991649
"242",2023,1,1,1,1,2,243,0.866146474983703,7.47085293329592
"243",2023,1,1,1,1,4,247,0.86537846244494,7.4282319022764
"244",2023,1,1,1,1,8,266,0.864441028794319,7.37686330241266
"245",2023,1,1,1,1,16,310,0.865897330791198,7.45697312290608
"246",2023,1,1,1,1,32,396,0.865075606334503,7.41155822778189
"247",2023,2,1,1,1,1,238,0.865947378452783,7.45975713460979
"248",2023,2,1,1,1,2,239,0.865000360095056,7.40742716576222
"249",2023,2,1,1,1,4,250,0.863509906519721,7.3265390513084
"250",2023,2,1,1,1,8,267,0.867033049619538,7.52066582815255
"251",2023,2,1,1,1,16,291,0.86533824036425,7.42601316591233
"252",2023,2,1,1,1,32,378,0.867936261969141,7.57210128162761
"253",2023,3,1,1,1,1,233,0.862722200961752,7.28449907418301
"254",2023,3,1,1,1,2,247,0.864871682516628,7.40037335344644
"255",2023,3,1,1,1,4,248,0.864071618200756,7.35681530790915
"256",2023,3,1,1,1,8,261,0.86560199931716,7.44058687569213
"257",2023,3,1,1,1,16,304,0.866614920717077,7.49709041952814
"258",2023,3,1,1,1,32,398,0.867046487571105,7.52142596108406
"259",2023,4,1,1,1,1,228,0.864269479619358,7.36753971911112
"260",2023,4,1,1,1,2,239,0.868387943480087,7.59808809650126
"261",2023,4,1,1,1,4,243,0.865418825929288,7.43045977199293
"262",2023,4,1,1,1,8,277,0.865627465228331,7.44199699513922
"263",2023,4,1,1,1,16,306,0.866516011035511,7.4915351852875
"264",2023,4,1,1,1,32,387,0.866339004918226,7.48161420905327
"265",2023,5,1,1,1,1,235,0.865487032462278,7.43422748233967
"266",2023,5,1,1,1,2,239,0.866615773793286,7.49713836814737
"267",2023,5,1,1,1,4,247,0.863138033948876,7.30663184851852
"268",2023,5,1,1,1,8,264,0.866162606151377,7.4717533810547
"269",2023,5,1,1,1,16,315,0.867903109109717,7.57020088255202
"270",2023,5,1,1,1,32,420,0.867397442362716,7.54133266973146
"271",2027,1,1,1,1,1,229,0.87567282113776,8.04329358352165
"272",2027,1,1,1,1,2,244,0.872743505943081,7.858145137589
"273",2027,1,1,1,1,4,246,0.872923063254198,7.86924854822671
"274",2027,1,1,1,1,8,269,0.871424194261706,7.77751299521641
"275",2027,1,1,1,1,16,321,0.872701484465389,7.85555114920497
"276",2027,1,1,1,1,32,405,0.8718749345478,7.80487406168835
"277",2027,2,1,1,1,1,238,0.873668127716624,7.91565882722685
"278",2027,2,1,1,1,2,237,0.872267822577412,7.82888086759538
"279",2027,2,1,1,1,4,250,0.870724865594664,7.73543964661097
"280",2027,2,1,1,1,8,272,0.873575489169711,7.90985856644832
"281",2027,2,1,1,1,16,294,0.872137475860331,7.82089988234289
"282",2027,2,1,1,1,32,390,0.875377294190941,8.02421993253901
"283",2027,3,1,1,1,1,233,0.87018773298187,7.70343221769892
"284",2027,3,1,1,1,2,245,0.872110953844031,7.81927796052552
"285",2027,3,1,1,1,4,247,0.871682617356051,7.79317641456862
"286",2027,3,1,1,1,8,269,0.872202399850143,7.82487307138307
"287",2027,3,1,1,1,16,307,0.874344654612246,7.95827664087147
"288",2027,3,1,1,1,32,413,0.873914746489194,7.93114160582064
"289",2027,4,1,1,1,1,228,0.871898798513093,7.80632803121842
"290",2027,4,1,1,1,2,236,0.875799495204313,8.05149706633662
"291",2027,4,1,1,1,4,239,0.873070949929321,7.87841711131661
"292",2027,4,1,1,1,8,275,0.873126684942115,7.88187807297189
"293",2027,4,1,1,1,16,313,0.873395142764228,7.89859111122202
"294",2027,4,1,1,1,32,387,0.872922722769784,7.8692274637611
"295",2027,5,1,1,1,1,235,0.872813249808272,7.86245421392201
"296",2027,5,1,1,1,2,235,0.874231018015927,7.95108606450066
"297",2027,5,1,1,1,4,248,0.870697645241548,7.73381120450658
"298",2027,5,1,1,1,8,266,0.873706807040817,7.91808312521795
"299",2027,5,1,1,1,16,314,0.875241045101961,8.01545669260585
"300",2027,5,1,1,1,32,434,0.874643256627678,7.977233398844
"301",2032,1,1,1,1,1,226,0.882022296858508,8.47617789948573
"302",2032,1,1,1,1,2,244,0.879640115474216,8.3084160801581
"303",2032,1,1,1,1,4,248,0.879788596112125,8.31867832550008
"304",2032,1,1,1,1,8,273,0.87827722635952,8.21538952894386
"305",2032,1,1,1,1,16,330,0.879117003173361,8.27246201907224
"306",2032,1,1,1,1,32,413,0.879140588777868,8.27407638253392
"307",2032,2,1,1,1,1,237,0.880461400456022,8.36549870765467
"308",2032,2,1,1,1,2,236,0.879608612155577,8.30624198212797
"309",2032,2,1,1,1,4,250,0.877966663056468,8.19448213943973
"310",2032,2,1,1,1,8,273,0.879641471775811,8.30850970641089
"311",2032,2,1,1,1,16,303,0.878784023340646,8.24973759696906
"312",2032,2,1,1,1,32,391,0.882965302521086,8.54447460062147
"313",2032,3,1,1,1,1,231,0.877372277383426,8.15476287630935
"314",2032,3,1,1,1,2,243,0.879047939270757,8.26773842438737
"315",2032,3,1,1,1,4,249,0.877841098166234,8.1860591818417
"316",2032,3,1,1,1,8,274,0.878148160493167,8.20668776152473
"317",2032,3,1,1,1,16,317,0.88052923212265,8.37024836926312
"318",2032,3,1,1,1,32,424,0.88020307363627,8.34745957474552
"319",2032,4,1,1,1,1,228,0.878631011405225,8.23933701333529
"320",2032,4,1,1,1,2,237,0.881805904873799,8.46065955268119
"321",2032,4,1,1,1,4,239,0.880187982459819,8.34640815279349
"322",2032,4,1,1,1,8,275,0.8799531127299,8.33007854464434
"323",2032,4,1,1,1,16,322,0.879830930147519,8.32160889010455
"324",2032,4,1,1,1,32,394,0.878897933140295,8.25749738159703
"325",2032,5,1,1,1,1,232,0.879040231347214,8.26721157900435
"326",2032,5,1,1,1,2,236,0.880998064136735,8.40322464290846
"327",2032,5,1,1,1,4,247,0.878524887716037,8.23213892292912
"328",2032,5,1,1,1,8,265,0.87985039116244,8.32295676760779
"329",2032,5,1,1,1,16,321,0.882186635190524,8.48800135381217
"330",2032,5,1,1,1,32,444,0.881289763692006,8.42387338363559
"331",2036,1,1,1,1,1,225,0.887310141704394,8.87391301333277
"332",2036,1,1,1,1,2,242,0.885955630755004,8.76851708348485
"333",2036,1,1,1,1,4,253,0.885911358203004,8.76511442549515
"334",2036,1,1,1,1,8,278,0.883763881846958,8.60317787525689
"335",2036,1,1,1,1,16,338,0.885180133338396,8.70929421079356
"336",2036,1,1,1,1,32,419,0.884360852828024,8.64759058204415
"337",2036,2,1,1,1,1,233,0.886345149644998,8.79856862136979
"338",2036,2,1,1,1,2,237,0.885857755334096,8.76099819945728
"339",2036,2,1,1,1,4,253,0.884225756248941,8.63749973742194
"340",2036,2,1,1,1,8,276,0.884996710145288,8.69540342074855
"341",2036,2,1,1,1,16,306,0.884837131215261,8.68335437066255
"342",2036,2,1,1,1,32,404,0.888512857067843,8.9696441553671
"343",2036,3,1,1,1,1,231,0.883396531290075,8.57607420314149
"344",2036,3,1,1,1,2,241,0.885485634442276,8.73252884150964
"345",2036,3,1,1,1,4,248,0.88356932815138,8.58880210963806
"346",2036,3,1,1,1,8,282,0.884073567307049,8.62616037404216
"347",2036,3,1,1,1,16,319,0.885604117859938,8.74157339663359
"348",2036,3,1,1,1,32,435,0.886487930483218,8.80963587622863
"349",2036,4,1,1,1,1,224,0.884952909795226,8.69209293533705
"350",2036,4,1,1,1,2,238,0.887387276920686,8.87999128922306
"351",2036,4,1,1,1,4,240,0.886188290469283,8.78644213432283
"352",2036,4,1,1,1,8,273,0.88615189844567,8.78363351120777
"353",2036,4,1,1,1,16,329,0.885387741945885,8.72507022353442
"354",2036,4,1,1,1,32,406,0.885445267575529,8.72945166765003
"355",2036,5,1,1,1,1,228,0.88548996414656,8.7328590245128
"356",2036,5,1,1,1,2,236,0.886483360555212,8.80928121983721
"357",2036,5,1,1,1,4,246,0.88465552458692,8.66968267373644
"358",2036,5,1,1,1,8,265,0.886170050791428,8.78503422827404
"359",2036,5,1,1,1,16,321,0.888212488710866,8.945543097507
"360",2036,5,1,1,1,32,450,0.886843645717584,8.83732960770547
"361",2040,1,1,1,1,1,224,0.891994783772309,9.25881207340808
"362",2040,1,1,1,1,2,237,0.891162241856818,9.18798785513796
"363",2040,1,1,1,1,4,253,0.891192717601242,9.19056131128417
"364",2040,1,1,1,1,8,276,0.88844924958461,8.96452956413316
"365",2040,1,1,1,1,16,344,0.890175423716454,9.10543007621713
"366",2040,1,1,1,1,32,425,0.890186693103507,9.10636450409939
"367",2040,2,1,1,1,1,233,0.891225917615337,9.1933664534503
"368",2040,2,1,1,1,2,232,0.890508412038721,9.13312171847984
"369",2040,2,1,1,1,4,250,0.889650674158358,9.06213057826072
"370",2040,2,1,1,1,8,280,0.890024819891423,9.09296078453989
"371",2040,2,1,1,1,16,309,0.89014277859117,9.10272431048054
"372",2040,2,1,1,1,32,416,0.893614129192197,9.39974446236945
"373",2040,3,1,1,1,1,230,0.888379382518813,8.95891836621082
"374",2040,3,1,1,1,2,237,0.8907414823322,9.15260449570158
"375",2040,3,1,1,1,4,243,0.888797947686436,8.99263978672111
"376",2040,3,1,1,1,8,279,0.889553786211885,9.05418090581577
"377",2040,3,1,1,1,16,326,0.891031370651408,9.17695309171038
"378",2040,3,1,1,1,32,436,0.891599808487731,9.22507595281156
"379",2040,4,1,1,1,1,224,0.889830319287846,9.07690748975435
"380",2040,4,1,1,1,2,237,0.892806261073947,9.32890306858167
"381",2040,4,1,1,1,4,238,0.891401358753593,9.20821833977678
"382",2040,4,1,1,1,8,269,0.891653012577275,9.22960595201797
"383",2040,4,1,1,1,16,331,0.890478080489285,9.13059234596561
"384",2040,4,1,1,1,32,415,0.890789889415234,9.15666136262933
"385",2040,5,1,1,1,1,226,0.890304620256671,9.11615422946577
"386",2040,5,1,1,1,2,237,0.891624150796453,9.22714799790722
"387",2040,5,1,1,1,4,244,0.889892284054005,9.08201565538311
"388",2040,5,1,1,1,8,265,0.890959040726038,9.17086576143865
"389",2040,5,1,1,1,16,331,0.892868991037257,9.334365555614
"390",2040,5,1,1,1,32,458,0.892125317460659,9.27001569284162
"391",2044,1,1,1,1,1,225,0.896762549675568,9.68640737307463
"392",2044,1,1,1,1,2,233,0.895326922922652,9.55355501072216
"393",2044,1,1,1,1,4,255,0.896134360275399,9.62782304765551
"394",2044,1,1,1,1,8,280,0.892481115294472,9.30069171326316
"395",2044,1,1,1,1,16,347,0.894836323814944,9.50898671743182
"396",2044,1,1,1,1,32,433,0.89509921189061,9.53281684554368
"397",2044,2,1,1,1,1,232,0.895115225132862,9.53427226465178
"398",2044,2,1,1,1,2,228,0.895558542132936,9.57474187379525
"399",2044,2,1,1,1,4,247,0.894140177470941,9.44645452929501
"400",2044,2,1,1,1,8,290,0.894367541009115,9.46678709890007
"401",2044,2,1,1,1,16,314,0.894935292648157,9.51794399094627
"402",2044,2,1,1,1,32,434,0.89839868979517,9.84239276032944
"403",2044,3,1,1,1,1,230,0.893663396024625,9.4040994597832
"404",2044,3,1,1,1,2,236,0.89535063733831,9.55571992571804
"405",2044,3,1,1,1,4,245,0.892936159525133,9.34022164313032
"406",2044,3,1,1,1,8,281,0.8939307999864,9.42780750558864
"407",2044,3,1,1,1,16,322,0.895103251319029,9.53318394110917
