"","censusyear","simulation_nr","SVt","BBt","Dt","Mt","D_species_richness","D_simpson","H_simpson"
"1172",2151,1,1,1,1,2,199,0.906646564787692,10.7119785975284
"1173",2151,1,1,1,1,4,221,0.903689349065654,10.3830676077736
"1174",2151,1,1,1,1,8,271,0.909116917484042,11.0031479161638
"1175",2151,1,1,1,1,16,378,0.917594882508533,12.1351686696345
"1176",2151,1,1,1,1,32,597,0.917609602862177,12.1373368103469
"1177",2151,2,1,1,1,1,194,0.907840094956914,10.8507056244523
"1178",2151,2,1,1,1,2,198,0.907024831014295,10.7555599081918
"1179",2151,2,1,1,1,4,221,0.905978978469127,10.6359193265267
"1180",2151,2,1,1,1,8,292,0.909885733923391,11.0970220758373
"1181",2151,2,1,1,1,16,381,0.911682461883746,11.3227793859434
"1182",2151,2,1,1,1,32,565,0.921020977698318,12.6615900128547
"1183",2151,3,1,1,1,1,183,0.910354837478486,11.1550916064211
"1184",2151,3,1,1,1,2,205,0.912093518359887,11.3757254452973
"1185",2151,3,1,1,1,4,229,0.912657882999469,11.4492301577018
"1186",2151,3,1,1,1,8,277,0.907490094827821,10.8096532813303
"1187",2151,3,1,1,1,16,397,0.913230657691494,11.5248078802364
"1188",2151,3,1,1,1,32,603,0.91900358912113,12.3462260753195
"1189",2151,4,1,1,1,1,188,0.909781235220564,11.0841686033362
"1190",2151,4,1,1,1,2,194,0.909752322699451,11.0806175838712
"1191",2151,4,1,1,1,4,228,0.915031513142986,11.7690691807048
"1192",2151,4,1,1,1,8,262,0.913449779591981,11.553985596868
"1193",2151,4,1,1,1,16,368,0.910489846649903,11.171916956602
"1194",2151,4,1,1,1,32,599,0.917985461229208,12.1929601139955
"1195",2151,5,1,1,1,1,186,0.907677720317329,10.8316216133005
"1196",2151,5,1,1,1,2,202,0.907011549107794,10.7540236492295
"1197",2151,5,1,1,1,4,223,0.908973111561938,10.9857649443927
"1198",2151,5,1,1,1,8,275,0.908425761316902,10.920101705247
"1199",2151,5,1,1,1,16,381,0.918657310244972,12.2936677286133
"1200",2151,5,1,1,1,32,575,0.917919475144989,12.1831579630664
"1201",2155,1,1,1,1,1,184,0.910060901964726,11.1186349634927
"1202",2155,1,1,1,1,2,197,0.905960874177651,10.6338717130263
"1203",2155,1,1,1,1,4,216,0.902997664704635,10.3090301584501
"1204",2155,1,1,1,1,8,267,0.909297808049734,11.0250918803409
"1205",2155,1,1,1,1,16,377,0.918103216542789,12.2104917651922
"1206",2155,1,1,1,1,32,599,0.917750009574012,12.1580561264605
"1207",2155,2,1,1,1,1,193,0.907389087436294,10.7978635812719
"1208",2155,2,1,1,1,2,195,0.906551740744237,10.7011089127199
"1209",2155,2,1,1,1,4,224,0.906142390106724,10.6544370897265
"1210",2155,2,1,1,1,8,291,0.909620549442519,11.0644620412247
"1211",2155,2,1,1,1,16,371,0.911314901217986,11.275851453444
"1212",2155,2,1,1,1,32,572,0.921164411453098,12.6846265554936
"1213",2155,3,1,1,1,1,181,0.909740047465859,11.0791106346056
"1214",2155,3,1,1,1,2,202,0.911390944678242,11.2855282834106
"1215",2155,3,1,1,1,4,225,0.912454030328043,11.4225703792773
"1216",2155,3,1,1,1,8,270,0.907021818314168,10.7552114041006
"1217",2155,3,1,1,1,16,396,0.912769790461312,11.4639183522366
"1218",2155,3,1,1,1,32,605,0.919070983899535,12.3565075690355
"1219",2155,4,1,1,1,1,185,0.909035982628456,10.9933579111341
"1220",2155,4,1,1,1,2,194,0.909220556476826,11.0157097376866
"1221",2155,4,1,1,1,4,226,0.914640111954281,11.7151043996731
"1222",2155,4,1,1,1,8,261,0.913472071845355,11.5569622586222
"1223",2155,4,1,1,1,16,360,0.910927011465329,11.2267480461909
"1224",2155,4,1,1,1,32,602,0.918163094027646,12.2194257971802
"1225",2155,5,1,1,1,1,185,0.907250534531013,10.7817332956423
"1226",2155,5,1,1,1,2,198,0.9067047397416,10.7186581315096
"1227",2155,5,1,1,1,4,224,0.908928821425051,10.980422298774
"1228",2155,5,1,1,1,8,278,0.908132736606466,10.8852703679251
"1229",2155,5,1,1,1,16,384,0.918438040694881,12.2606176766678
"1230",2155,5,1,1,1,32,584,0.918796435521279,12.314730349824
"1231",2159,1,1,1,1,1,185,0.909278849408952,11.022787888877
"1232",2159,1,1,1,1,2,197,0.905139146981299,10.5417563534123
"1233",2159,1,1,1,1,4,213,0.902744244345907,10.2821678087277
"1234",2159,1,1,1,1,8,270,0.909403629506296,11.0379697834528
"1235",2159,1,1,1,1,16,373,0.918084303663007,12.2076725794541
"1236",2159,1,1,1,1,32,606,0.918316658123041,12.2423982298168
"1237",2159,2,1,1,1,1,193,0.90734338769272,10.7925378998713
"1238",2159,2,1,1,1,2,193,0.905849368182205,10.6212776344958
"1239",2159,2,1,1,1,4,222,0.905880391254187,10.6247785485454
"1240",2159,2,1,1,1,8,293,0.909445890336536,11.0431211097587
"1241",2159,2,1,1,1,16,374,0.910448589981248,11.1667700127848
"1242",2159,2,1,1,1,32,579,0.920952733238853,12.6506587890212
"1243",2159,3,1,1,1,1,177,0.909481061084719,11.0474118674318
"1244",2159,3,1,1,1,2,202,0.910335473276475,11.1526825216336
"1245",2159,3,1,1,1,4,222,0.912649334035236,11.4481096275028
"1246",2159,3,1,1,1,8,262,0.906443373235748,10.6887137190169
"1247",2159,3,1,1,1,16,397,0.912399176316914,11.4154177775509
"1248",2159,3,1,1,1,32,599,0.91882328161905,12.3188029763307
"1249",2159,4,1,1,1,1,183,0.908209790328549,10.8944080591966
"1250",2159,4,1,1,1,2,192,0.909094404672589,11.0004229816474
"1251",2159,4,1,1,1,4,220,0.914253956163508,11.6623456343583
"1252",2159,4,1,1,1,8,266,0.913373981750502,11.5438758493993
"1253",2159,4,1,1,1,16,366,0.911487325730893,11.2978170443668
"1254",2159,4,1,1,1,32,611,0.917778626465451,12.1622876998011
"1255",2159,5,1,1,1,1,184,0.906864935697213,10.7370946429901
"1256",2159,5,1,1,1,2,196,0.906402329382399,10.6840265724728
"1257",2159,5,1,1,1,4,221,0.909100883995841,11.0012070959442
"1258",2159,5,1,1,1,8,276,0.9083697361078,10.913424861206
"1259",2159,5,1,1,1,16,376,0.918788245334347,12.3134884120775
"1260",2159,5,1,1,1,32,593,0.919854321208448,12.4772790633024
"1261",2164,1,1,1,1,1,183,0.908403559192365,10.9174547742541
"1262",2164,1,1,1,1,2,196,0.903915132045223,10.4074660379473
"1263",2164,1,1,1,1,4,211,0.902400660735529,10.2459710028388
"1264",2164,1,1,1,1,8,273,0.909585105012611,11.0601245529233
"1265",2164,1,1,1,1,16,373,0.918090710908098,12.2086275083893
"1266",2164,1,1,1,1,32,607,0.918621956677914,12.2883269144491
"1267",2164,2,1,1,1,1,191,0.907101969845583,10.7644908975765
"1268",2164,2,1,1,1,2,192,0.905351458836114,10.5654032032937
"1269",2164,2,1,1,1,4,216,0.905651125399503,10.5989605518277
"1270",2164,2,1,1,1,8,291,0.909216102237709,11.0151692607251
"1271",2164,2,1,1,1,16,383,0.910001439675506,11.1112888516711
"1272",2164,2,1,1,1,32,571,0.920609497742745,12.5959651541141
"1273",2164,3,1,1,1,1,174,0.908868499020831,10.973154060401
"1274",2164,3,1,1,1,2,203,0.909802827843452,11.0868220820092
"1275",2164,3,1,1,1,4,220,0.912746384419284,11.4608431220242
"1276",2164,3,1,1,1,8,261,0.905968225585732,10.6347030695644
"1277",2164,3,1,1,1,16,399,0.911495796488321,11.2988983610032
"1278",2164,3,1,1,1,32,596,0.919086552776453,12.3588851336071
"1279",2164,4,1,1,1,1,181,0.907334434045082,10.7914950898427
"1280",2164,4,1,1,1,2,188,0.908739924996388,10.9576942596247
"1281",2164,4,1,1,1,4,218,0.914161073097906,11.6497262499632
"1282",2164,4,1,1,1,8,262,0.913066836354042,11.5030899378351
"1283",2164,4,1,1,1,16,368,0.912228315361591,11.3931959278175
"1284",2164,4,1,1,1,32,609,0.917418109043073,12.1091923230673
"1285",2164,5,1,1,1,1,181,0.90663563395262,10.7107244694676
"1286",2164,5,1,1,1,2,194,0.906290284819765,10.6712521543435
"1287",2164,5,1,1,1,4,220,0.908990243063241,10.9878328836202
"1288",2164,5,1,1,1,8,277,0.908289473915804,10.903873772155
"1289",2164,5,1,1,1,16,382,0.918845758072202,12.322214788103
"1290",2164,5,1,1,1,32,596,0.920223177427626,12.5349690267846
"1291",2168,1,1,1,1,1,179,0.907802708219145,10.8463055767073
"1292",2168,1,1,1,1,2,193,0.902783821023509,10.2863536761902
"1293",2168,1,1,1,1,4,211,0.90220723617653,10.2257054704492
"1294",2168,1,1,1,1,8,274,0.909091078041441,11.0000204430524
"1295",2168,1,1,1,1,16,381,0.918921474865749,12.3337221335019
"1296",2168,1,1,1,1,32,607,0.918537785072788,12.2756298842785
"1297",2168,2,1,1,1,1,190,0.906535846020334,10.6992890581084
"1298",2168,2,1,1,1,2,188,0.904240999031763,10.4428825477377
"1299",2168,2,1,1,1,4,217,0.905580876505618,10.5910748055134
"1300",2168,2,1,1,1,8,293,0.909289557986321,11.024089154468
"1301",2168,2,1,1,1,16,383,0.909005246881126,10.9896446303186
"1302",2168,2,1,1,1,32,575,0.920152893084273,12.523935288669
"1303",2168,3,1,1,1,1,171,0.908051332614154,10.8756334205876
"1304",2168,3,1,1,1,2,201,0.909117487093122,11.0032168787481
"1305",2168,3,1,1,1,4,222,0.913094347211154,11.506731356471
"1306",2168,3,1,1,1,8,264,0.905091652855593,10.5364810376316
"1307",2168,3,1,1,1,16,396,0.911116191604281,11.2506430366699
"1308",2168,3,1,1,1,32,609,0.918996128325561,12.3450889362312
"1309",2168,4,1,1,1,1,180,0.906162279941206,10.6566954032286
"1310",2168,4,1,1,1,2,190,0.908032472985981,10.8734031724868
"1311",2168,4,1,1,1,4,220,0.914163632793221,11.6500736522436
"1312",2168,4,1,1,1,8,260,0.912925544570506,11.4844243936699
"1313",2168,4,1,1,1,16,368,0.912976733723583,11.491179804992
"1314",2168,4,1,1,1,32,618,0.917055725505779,12.0562872615116
"1315",2168,5,1,1,1,1,177,0.90660291956784,10.7069728022854
"1316",2168,5,1,1,1,2,188,0.905479627332511,10.5797297638455
"1317",2168,5,1,1,1,4,217,0.908897697451241,10.9766709734344
"1318",2168,5,1,1,1,8,276,0.908183774593641,10.8913211752521
"1319",2168,5,1,1,1,16,385,0.918972781570838,12.3415318875132
"1320",2168,5,1,1,1,32,599,0.921019475690132,12.6613492216975
"1321",2172,1,1,1,1,1,176,0.906798434806811,10.7294335446748
"1322",2172,1,1,1,1,2,191,0.901510040023112,10.1533191833428
"1323",2172,1,1,1,1,4,214,0.90155654523455,10.1581156653084
"1324",2172,1,1,1,1,8,273,0.909295145689955,11.0247682729508
"1325",2172,1,1,1,1,16,376,0.918856258458992,12.3238093414095
"1326",2172,1,1,1,1,32,611,0.91870151832453,12.3003527174324
"1327",2172,2,1,1,1,1,190,0.906506144987465,10.6958901188311
"1328",2172,2,1,1,1,2,187,0.903863053484932,10.4018281862454
"1329",2172,2,1,1,1,4,211,0.905324121793859,10.5623525120376
"1330",2172,2,1,1,1,8,292,0.908835712801516,10.9692076879051
"1331",2172,2,1,1,1,16,384,0.907455341836963,10.8055939678149
"1332",2172,2,1,1,1,32,577,0.919866532977392,12.4791805116565
"1333",2172,3,1,1,1,1,171,0.90681760264765,10.7316406146829
"1334",2172,3,1,1,1,2,201,0.908105740521586,10.8820725655328
"1335",2172,3,1,1,1,4,222,0.913210837293564,11.5221759124754
"1336",2172,3,1,1,1,8,262,0.9043411932702,10.4538205543858
"1337",2172,3,1,1,1,16,398,0.909872370140794,11.095376651557
"1338",2172,3,1,1,1,32,615,0.91884903785752,12.3227128009186
"1339",2172,4,1,1,1,1,179,0.905043057390138,10.5310888547515
"1340",2172,4,1,1,1,2,189,0.907176370678816,10.7731189494848
"1341",2172,4,1,1,1,4,220,0.913855676427559,11.608425936029
"1342",2172,4,1,1,1,8,260,0.912442548945103,11.4210725409654
"1343",2172,4,1,1,1,16,372,0.913018999901342,11.4967636479892
"1344",2172,4,1,1,1,32,620,0.917033037640701,12.0529903899503
"1345",2172,5,1,1,1,1,175,0.90652355490192,10.697882219962
"1346",2172,5,1,1,1,2,189,0.904652901269722,10.4879961038862
"1347",2172,5,1,1,1,4,216,0.908508263573849,10.9299488572628
"1348",2172,5,1,1,1,8,273,0.9081773603165,10.8905603612231
"1349",2172,5,1,1,1,16,379,0.919345667546621,12.3985900023168
"1350",2172,5,1,1,1,32,604,0.921702540742079,12.7718065117015
"1351",2176,1,1,1,1,1,176,0.905750064287053,10.6100868126389
"1352",2176,1,1,1,1,2,196,0.900165607559356,10.016588227294
"1353",2176,1,1,1,1,4,212,0.900766959915402,10.0772887653899
"1354",2176,1,1,1,1,8,271,0.908574256316565,10.9378382905206
"1355",2176,1,1,1,1,16,373,0.918926481848853,12.3344838463242
"1356",2176,1,1,1,1,32,611,0.918550439789047,12.2775371335342
"1357",2176,2,1,1,1,1,191,0.906327660467545,10.6755100277337
"1358",2176,2,1,1,1,2,184,0.90299305000446,10.30853974943
"1359",2176,2,1,1,1,4,209,0.904769020900129,10.5007846128651
"1360",2176,2,1,1,1,8,285,0.908321421430754,10.9076734784309
"1361",2176,2,1,1,1,16,382,0.906048578912907,10.6437985549255
"1362",2176,2,1,1,1,32,586,0.919731045292977,12.458116636126
"1363",2176,3,1,1,1,1,173,0.905747970212491,10.6098510796478
"1364",2176,3,1,1,1,2,200,0.906979106725688,10.7502730279215
"1365",2176,3,1,1,1,4,220,0.912849916419194,11.4744583012682
"1366",2176,3,1,1,1,8,256,0.903170625849594,10.3274446290099
"1367",2176,3,1,1,1,16,398,0.908989527062272,10.9877464397337
"1368",2176,3,1,1,1,32,613,0.918541600411557,12.2762048487616
"1369",2176,4,1,1,1,1,178,0.903648627816366,10.3786793829373
"1370",2176,4,1,1,1,2,186,0.905766630577389,10.6119520731056
"1371",2176,4,1,1,1,4,218,0.913562433129473,11.5690438336595
"1372",2176,4,1,1,1,8,260,0.911455758742465,11.2937892492799
"1373",2176,4,1,1,1,16,373,0.913259350426242,11.5286201442344
"1374",2176,4,1,1,1,32,616,0.916622899460448,11.9937008306691
"1375",2176,5,1,1,1,1,176,0.906117141289169,10.6515716897811
"1376",2176,5,1,1,1,2,187,0.904363417496905,10.4562498348123
"1377",2176,5,1,1,1,4,217,0.908151612306127,10.8875073924319
"1378",2176,5,1,1,1,8,270,0.908066951678891,10.8774811480975
"1379",2176,5,1,1,1,16,386,0.919485167182099,12.4200717433232
"1380",2176,5,1,1,1,32,610,0.922136021130681,12.8429090642584
"1381",2180,1,1,1,1,1,173,0.904639905308601,10.4865667681662
"1382",2180,1,1,1,1,2,195,0.898631035881285,9.86495234210824
"1383",2180,1,1,1,1,4,205,0.900319739678274,10.0320765292187
"1384",2180,1,1,1,1,8,272,0.908100903461325,10.8814997934083
"1385",2180,1,1,1,1,16,372,0.919349300538864,12.3991485093305
"1386",2180,1,1,1,1,32,613,0.918694463007626,12.2992853499485
"1387",2180,2,1,1,1,1,192,0.905491817314686,10.5810943728515
"1388",2180,2,1,1,1,2,184,0.901955268612368,10.199426178714
"1389",2180,2,1,1,1,4,208,0.904243709252405,10.4431781159518
"1390",2180,2,1,1,1,8,276,0.907530244089645,10.814346703472
"1391",2180,2,1,1,1,16,387,0.904700102649068,10.4931907357424
"1392",2180,2,1,1,1,32,576,0.919586949372258,12.4357923520316
"1393",2180,3,1,1,1,1,172,0.90496685966988,10.5226450112694
"1394",2180,3,1,1,1,2,199,0.90542912925028,10.5740804972229
"1395",2180,3,1,1,1,4,220,0.912325287855551,11.4057973563968
"1396",2180,3,1,1,1,8,256,0.902089733281201,10.2134335194084
"1397",2180,3,1,1,1,16,400,0.907913159811264,10.8593149460928
"1398",2180,3,1,1,1,32,623,0.918349918478491,12.2473851999348
"1399",2180,4,1,1,1,1,176,0.902116184442922,10.2161934974519
"1400",2180,4,1,1,1,2,184,0.904557645613023,10.4775286236699
"1401",2180,4,1,1,1,4,217,0.912791632022203,11.4667895201823
"1402",2180,4,1,1,1,8,257,0.910769666716192,11.2069513045454
"1403",2180,4,1,1,1,16,372,0.913153652256244,11.5145889951589
"1404",2180,4,1,1,1,32,613,0.916010586324889,11.9062624233598
"1405",2180,5,1,1,1,1,176,0.905089803448401,10.536275725194
"1406",2180,5,1,1,1,2,184,0.903883976955547,10.4040925573617
"1407",2180,5,1,1,1,4,220,0.90721697717639,10.7778338058796
"1408",2180,5,1,1,1,8,272,0.908172546439699,10.8899894446417
"1409",2180,5,1,1,1,16,387,0.919395251454884,12.4062169791434
"1410",2180,5,1,1,1,32,601,0.922665413782421,12.9308249893072
"1411",2184,1,1,1,1,1,174,0.90333214778349,10.3447007156037
"1412",2184,1,1,1,1,2,192,0.896494478536438,9.66132034175629
"1413",2184,1,1,1,1,4,203,0.899324740199735,9.93292693740198
"1414",2184,1,1,1,1,8,262,0.907248671463544,10.7815167262747
"1415",2184,1,1,1,1,16,362,0.919529757092227,12.4269539132136
"1416",2184,1,1,1,1,32,613,0.918095653891041,12.2093643073553
"1417",2184,2,1,1,1,1,190,0.904680434732033,10.49102560622
"1418",2184,2,1,1,1,2,183,0.90075166370957,10.0757356483408
"1419",2184,2,1,1,1,4,204,0.903503143152605,10.3630318403163
"1420",2184,2,1,1,1,8,275,0.906854977220397,10.7359467007289
"1421",2184,2,1,1,1,16,385,0.902911435078894,10.2998741490576
"1422",2184,2,1,1,1,32,577,0.91914021754825,12.3670874404926
"1423",2184,3,1,1,1,1,173,0.903443266534574,10.3566055324155
"1424",2184,3,1,1,1,2,197,0.903518871468605,10.3647212177312
"1425",2184,3,1,1,1,4,216,0.912094051381861,11.3757944225592
"1426",2184,3,1,1,1,8,257,0.901063279003603,10.1074706128214
"1427",2184,3,1,1,1,16,398,0.906648426981477,10.712192281983
"1428",2184,3,1,1,1,32,625,0.917788726191018,12.1637818472866
"1429",2184,4,1,1,1,1,177,0.900664559350901,10.0669005288101
"1430",2184,4,1,1,1,2,182,0.903246767708281,10.3355720146374
"1431",2184,4,1,1,1,4,216,0.912101547875733,11.3767646168131
"1432",2184,4,1,1,1,8,257,0.910172192490336,11.1324101937189
"1433",2184,4,1,1,1,16,372,0.913410923537563,11.5488008517311
"1434",2184,4,1,1,1,32,611,0.914755130710442,11.7309112951211
"1435",2184,5,1,1,1,1,176,0.904133361119845,10.4311574045078
"1436",2184,5,1,1,1,2,182,0.902907890626694,10.2994981410398
"1437",2184,5,1,1,1,4,217,0.906546564815381,10.7005162306177
"1438",2184,5,1,1,1,8,268,0.907399060115791,10.7990264596713
"1439",2184,5,1,1,1,16,385,0.919196232259577,12.3756605411327
"1440",2184,5,1,1,1,32,606,0.923108083095315,13.0052681771427
"1441",2188,1,1,1,1,1,173,0.901856180191861,10.1891285865468
"1442",2188,1,1,1,1,2,188,0.894182998132351,9.45027719884516
"1443",2188,1,1,1,1,4,205,0.898295382906421,9.832395308857
"1444",2188,1,1,1,1,8,259,0.906221472694133,10.6634218805591
"1445",2188,1,1,1,1,16,359,0.919474418995151,12.4184139688454
"1446",2188,1,1,1,1,32,614,0.917553349771248,12.1290555434994
"1447",2188,2,1,1,1,1,189,0.903753154243326,10.3899508824231
"1448",2188,2,1,1,1,2,184,0.899559788872533,9.95617182376205
"1449",2188,2,1,1,1,4,202,0.902947738005383,10.3037268730065
"1450",2188,2,1,1,1,8,274,0.906092692175145,10.6487985137971
"1451",2188,2,1,1,1,16,375,0.900916097463993,10.092456740252
"1452",2188,2,1,1,1,32,581,0.918406562260657,12.2558875775597
"1453",2188,3,1,1,1,1,171,0.901984928821386,10.2025126133682
"1454",2188,3,1,1,1,2,196,0.901261009969389,10.1277114510689
"1455",2188,3,1,1,1,4,220,0.911810579706686,11.339228636202
"1456",2188,3,1,1,1,8,257,0.899472103045001,9.94748751630255
"1457",2188,3,1,1,1,16,401,0.905239326417349,10.5529009260133
"1458",2188,3,1,1,1,32,625,0.91711379137754,12.0647332845796
"1459",2188,4,1,1,1,1,173,0.898632441075108,9.86508909365127
"1460",2188,4,1,1,1,2,182,0.901299018412535,10.1316114988566
"1461",2188,4,1,1,1,4,218,0.911423693899323,11.2897008694785
"1462",2188,4,1,1,1,8,259,0.909343251331346,11.0306184005666
"1463",2188,4,1,1,1,16,379,0.913688322710897,11.5859178202559
"1464",2188,4,1,1,1,32,615,0.913389710821451,11.5459723028806
"1465",2188,5,1,1,1,1,176,0.902954717158199,10.3044678805271
"1466",2188,5,1,1,1,2,180,0.901657256190542,10.1685184006817
"1467",2188,5,1,1,1,4,218,0.905525953152669,10.5849175871125
"1468",2188,5,1,1,1,8,269,0.906867257669911,10.7373623387543
"1469",2188,5,1,1,1,16,395,0.919065103410227,12.3556097818794
"1470",2188,5,1,1,1,32,606,0.922877117097327,12.9663202717925
"1471",2192,1,1,1,1,1,169,0.899859806331683,9.98600025991749
"1472",2192,1,1,1,1,2,187,0.892015867311092,9.26061982533028
"1473",2192,1,1,1,1,4,206,0.896826647302608,9.6924251645966
"1474",2192,1,1,1,1,8,264,0.905126950988975,10.540401203758
"1475",2192,1,1,1,1,16,361,0.919095417855971,12.3602393523245
"1476",2192,1,1,1,1,32,618,0.917234339513529,12.0823055615373
"1477",2192,2,1,1,1,1,183,0.902901048817656,10.2987724153897
"1478",2192,2,1,1,1,2,180,0.89783560994425,9.78814633410246
"1479",2192,2,1,1,1,4,199,0.902088842993662,10.2133406505989
"1480",2192,2,1,1,1,8,275,0.905130931517004,10.5408434592064
"1481",2192,2,1,1,1,16,375,0.898726783278804,9.874279028314
"1482",2192,2,1,1,1,32,586,0.917585823263337,12.133834730829
"1483",2192,3,1,1,1,1,167,0.899906832441999,9.99069191631421
"1484",2192,3,1,1,1,2,194,0.898804494323668,9.88186178147518
"1485",2192,3,1,1,1,4,222,0.91107130784468,11.2449646538536
"1486",2192,3,1,1,1,8,253,0.897624027757664,9.76791700334612
"1487",2192,3,1,1,1,16,409,0.903396422930232,10.3515835575922
"1488",2192,3,1,1,1,32,621,0.916154119831192,11.9266444336524
"1489",2192,4,1,1,1,1,172,0.89637527212652,9.65020628301138
"1490",2192,4,1,1,1,2,181,0.899333139000267,9.93375565770993
"1491",2192,4,1,1,1,4,218,0.910185329878582,11.1340385557073
"1492",2192,4,1,1,1,8,264,0.90850510984068,10.9295721133574
"1493",2192,4,1,1,1,16,373,0.913729686218994,11.5914728505388
"1494",2192,4,1,1,1,32,626,0.91195384369029,11.3576792209124
"1495",2192,5,1,1,1,1,176,0.901524077590916,10.1547665209558
"1496",2192,5,1,1,1,2,176,0.900813778689101,10.0820455380138
"1497",2192,5,1,1,1,4,217,0.904256263889545,10.444547503832
"1498",2192,5,1,1,1,8,264,0.906139749000732,10.6541372876555
"1499",2192,5,1,1,1,16,392,0.918672052775276,12.2958962340069
"1500",2192,5,1,1,1,32,608,0.922639398039902,12.9264764578202
"1501",2196,1,1,1,1,1,167,0.897999604879881,9.80388359106227
"1502",2196,1,1,1,1,2,184,0.889230759662441,9.02777699795171
"1503",2196,1,1,1,1,4,209,0.895032562625622,9.52676396617539
"1504",2196,1,1,1,1,8,260,0.903527321689074,10.3656290828483
"1505",2196,1,1,1,1,16,359,0.918748396184163,12.3074493676036
"1506",2196,1,1,1,1,32,627,0.916573988299307,11.9866691408874
"1507",2196,2,1,1,1,1,180,0.901472536677013,10.149454439133
"1508",2196,2,1,1,1,2,176,0.896100334822333,9.62467009195853
"1509",2196,2,1,1,1,4,200,0.901003828414777,10.1014007308265
"1510",2196,2,1,1,1,8,272,0.904216161368464,10.4401746086501
"1511",2196,2,1,1,1,16,370,0.895954277324667,9.61115915471535
"1512",2196,2,1,1,1,32,590,0.916439422693841,11.9673658588557
"1513",2196,3,1,1,1,1,162,0.897797939408008,9.78453853285958
"1514",2196,3,1,1,1,2,193,0.896588697565331,9.6701228633278
"1515",2196,3,1,1,1,4,222,0.910337492018309,11.1529336230947
"1516",2196,3,1,1,1,8,254,0.895697032559832,9.58745493577294
"1517",2196,3,1,1,1,16,408,0.901114798608292,10.1127366474055
"1518",2196,3,1,1,1,32,627,0.915210586297735,11.7939251651328
"1519",2196,4,1,1,1,1,168,0.8937167817698,9.40882311103983
"1520",2196,4,1,1,1,2,182,0.897258533027069,9.73316840281698
"1521",2196,4,1,1,1,4,217,0.909082487535694,10.9989810862082
"1522",2196,4,1,1,1,8,263,0.907951203724918,10.8638031182022
"1523",2196,4,1,1,1,16,375,0.913684424002338,11.585394506631
"1524",2196,4,1,1,1,32,623,0.910261238969169,11.1434567238614
"1525",2196,5,1,1,1,1,174,0.899730045783697,9.97307725744835
"1526",2196,5,1,1,1,2,174,0.899982381406964,9.99823845105657
"1527",2196,5,1,1,1,4,219,0.903517071623708,10.3645278685977
"1528",2196,5,1,1,1,8,265,0.905142014049709,10.5420749764183
"1529",2196,5,1,1,1,16,391,0.91853651472081,12.2754384565406
"1530",2196,5,1,1,1,32,612,0.921696708908245,12.7708552994052
"1531",2201,1,1,1,1,1,168,0.89562561754696,9.58089500984518
"1532",2201,1,1,1,1,2,180,0.885927540503946,8.766357843232
"1533",2201,1,1,1,1,4,208,0.893463949562407,9.38649401674398
"1534",2201,1,1,1,1,8,261,0.90185782998346,10.1892998680533
"1535",2201,1,1,1,1,16,355,0.91830378424574,12.240469044588
"1536",2201,1,1,1,1,32,618,0.915488672829368,11.8327333563341
"1537",2201,2,1,1,1,1,175,0.899753917779376,9.97545218574402
"1538",2201,2,1,1,1,2,171,0.893658383534922,9.40365619069173
"1539",2201,2,1,1,1,4,200,0.899864242782419,9.98644268327787
"1540",2201,2,1,1,1,8,270,0.902929051617667,10.3017433811536
"1541",2201,2,1,1,1,16,372,0.893052719690848,9.35040140440507
"1542",2201,2,1,1,1,32,596,0.915157312200485,11.7865195685811
"1543",2201,3,1,1,1,1,164,0.895476823452503,9.56725611516015
"1544",2201,3,1,1,1,2,190,0.893850398289587,9.42066652994232
"1545",2201,3,1,1,1,4,222,0.909611067630824,11.0633013776034
"1546",2201,3,1,1,1,8,257,0.893658918410457,9.40370348930451
"1547",2201,3,1,1,1,16,408,0.899002994690409,9.90128367603234
"1548",2201,3,1,1,1,32,617,0.914204666756508,11.6556456184155
"1549",2201,4,1,1,1,1,166,0.891154392554181,9.18732527169528
"1550",2201,4,1,1,1,2,178,0.894754720344519,9.50161378518339
"1551",2201,4,1,1,1,4,215,0.907851964583444,10.8521033083287
"1552",2201,4,1,1,1,8,261,0.906366629428538,10.6799530327362
"1553",2201,4,1,1,1,16,381,0.913832137172646,11.6052547572591
"1554",2201,4,1,1,1,32,629,0.908358137071624,10.9120435578832
"1555",2201,5,1,1,1,1,171,0.898246826792958,9.82770333820702
"1556",2201,5,1,1,1,2,173,0.898620281138261,9.86390583074898
"1557",2201,5,1,1,1,4,218,0.902288621788244,10.2342226494119
"1558",2201,5,1,1,1,8,261,0.903816386194201,10.3967813272131
"1559",2201,5,1,1,1,16,383,0.917869198261527,12.1756999667954
"1560",2201,5,1,1,1,32,613,0.920048909982432,12.5076468598522
"1561",2205,1,1,1,1,1,167,0.893191679192649,9.36256644090202
"1562",2205,1,1,1,1,2,180,0.882584148701222,8.51673763753915
"1563",2205,1,1,1,1,4,206,0.891351030815039,9.20395294590997
"1564",2205,1,1,1,1,8,263,0.899759587601244,9.97601641962531
"1565",2205,1,1,1,1,16,366,0.918063095486891,12.2045128009445
"1566",2205,1,1,1,1,32,623,0.914509198347318,11.6971648489464
"1567",2205,2,1,1,1,1,175,0.89842302928788,9.84475115756415
"1568",2205,2,1,1,1,2,168,0.891198702558244,9.19106686696754
"1569",2205,2,1,1,1,4,201,0.898394793338212,9.84201531451714
"1570",2205,2,1,1,1,8,274,0.901117038645539,10.1129657354754
