"","species","censusyear","N_present"
"1783","Virola sebifera",2010,50
"1784","Virola sebifera",2015,51
"1785","Virola surinamensis",1982,19
"1786","Virola surinamensis",1985,18
"1787","Virola surinamensis",1990,16
"1788","Virola surinamensis",1995,17
"1789","Virola surinamensis",2000,19
"1790","Virola surinamensis",2005,17
"1791","Virola surinamensis",2010,17
"1792","Virola surinamensis",2015,13
"1793","Vismia baccifera",1982,7
"1794","Vismia baccifera",1985,9
"1795","Vismia baccifera",1990,12
"1796","Vismia baccifera",1995,13
"1797","Vismia baccifera",2000,7
"1798","Vismia baccifera",2005,8
"1799","Vismia baccifera",2010,8
"1800","Vismia baccifera",2015,7
"1801","Vochysia ferruginea",1982,4
"1802","Vochysia ferruginea",1985,4
"1803","Vochysia ferruginea",1990,4
"1804","Vochysia ferruginea",1995,4
"1805","Vochysia ferruginea",2000,3
"1806","Vochysia ferruginea",2005,4
"1807","Vochysia ferruginea",2010,5
"1808","Vochysia ferruginea",2015,3
"1809","Xylopia macrantha",1982,12
"1810","Xylopia macrantha",1985,16
"1811","Xylopia macrantha",1990,20
"1812","Xylopia macrantha",1995,21
"1813","Xylopia macrantha",2000,23
"1814","Xylopia macrantha",2005,33
"1815","Xylopia macrantha",2010,36
"1816","Xylopia macrantha",2015,42
"1817","Xylosma oligandra",1982,40
"1818","Xylosma oligandra",1985,42
"1819","Xylosma oligandra",1990,38
"1820","Xylosma oligandra",1995,42
"1821","Xylosma oligandra",2000,36
"1822","Xylosma oligandra",2005,29
"1823","Xylosma oligandra",2010,22
"1824","Xylosma oligandra",2015,15
"1825","Zanthoxylum acuminatum",1982,2
"1826","Zanthoxylum acuminatum",1985,2
"1827","Zanthoxylum acuminatum",1990,3
"1828","Zanthoxylum acuminatum",1995,1
"1829","Zanthoxylum acuminatum",2000,1
"1830","Zanthoxylum acuminatum",2005,3
"1831","Zanthoxylum acuminatum",2010,3
"1832","Zanthoxylum acuminatum",2015,1
"1833","Zanthoxylum ekmanii",1982,12
"1834","Zanthoxylum ekmanii",1985,11
"1835","Zanthoxylum ekmanii",1990,8
"1836","Zanthoxylum ekmanii",1995,14
"1837","Zanthoxylum ekmanii",2000,19
"1838","Zanthoxylum ekmanii",2005,22
"1839","Zanthoxylum ekmanii",2010,19
"1840","Zanthoxylum ekmanii",2015,17
"1841","Zanthoxylum panamense",1982,2
"1842","Zanthoxylum panamense",1985,3
"1843","Zanthoxylum panamense",1990,3
"1844","Zanthoxylum panamense",1995,3
"1845","Zanthoxylum panamense",2000,2
"1846","Zanthoxylum panamense",2005,1
"1847","Zanthoxylum panamense",2010,5
"1848","Zanthoxylum panamense",2015,5
"1849","Zuelania guidonia",1982,2
"1850","Zuelania guidonia",1985,2
"1851","Zuelania guidonia",1990,2
"1852","Zuelania guidonia",1995,2
"1853","Zuelania guidonia",2000,0
"1854","Zuelania guidonia",2005,0
"1855","Zuelania guidonia",2010,0
"1856","Zuelania guidonia",2015,0
