"","species","censusyear","est","LCI","UCI"
"183","Celtis schippii",2741,0.00867014127126098,0.000120311818087744,0.0166572399673794
"184","Celtis schippii",2745,0.0085821838620507,0.000120347340569411,0.0160881790152152
"185","Celtis schippii",2749,0.00843526788379603,0.00010876255650604,0.0162667872408406
"186","Celtis schippii",2753,0.00843601056495363,0.000125829071028531,0.0159156780745939
"187","Celtis schippii",2758,0.00817456693349057,0.000148183317040647,0.0158021577849114
"188","Celtis schippii",2762,0.00807521910294974,0.000160170155075953,0.0158219600540441
"189","Celtis schippii",2766,0.00804917913032236,0.000166030354112662,0.0156358090874126
"190","Celtis schippii",2770,0.00781158822996442,0.000172166948262417,0.0153936843696729
"191","Celtis schippii",2774,0.00788308251444379,0.000183004962473381,0.0151969684290471
"192","Celtis schippii",2778,0.00762721978350527,0.000177326633535569,0.0150425058603018
"193","Celtis schippii",2782,0.00745552019066248,0.000172393812145397,0.014882937402343
"194","Celtis schippii",2786,0.00734118021980854,0.00017836114566684,0.0148139784681335
"195","Celtis schippii",2790,0.00710222011367866,0.00015497667459146,0.0145234845296157
"196","Celtis schippii",2795,0.0070815294274165,0.000154835677564779,0.0143839723656294
"197","Celtis schippii",2799,0.00685602219674579,0.000142822557916086,0.0142594123655234
"198","Celtis schippii",2803,0.0067778614592992,0.000137563884474742,0.014295990582831
"199","Celtis schippii",2807,0.00662670913427154,0.000167119662824788,0.013868329252736
"200","Celtis schippii",2811,0.00652859479819137,0.000155738267221782,0.0138873245279797
"201","Celtis schippii",2815,0.00640570552078368,0.000144214371055291,0.0135986965410527
"202","Celtis schippii",2819,0.00627442274456169,0.000156325325225245,0.013409277486053
"203","Celtis schippii",2824,0.00618636637112873,0.000155901587018383,0.0131919988190435
"204","Celtis schippii",2828,0.00623222967101862,0.000144229424869017,0.0129953767290072
"205","Celtis schippii",2832,0.00619389003185816,0.00015619733415004,0.0129076160959153
"206","Celtis schippii",2836,0.00607445220407733,0.000144184244963796,0.012856437513239
"207","Celtis schippii",2840,0.00593506375491322,0.00014457770840706,0.0126121340990085
"208","Celtis schippii",2844,0.00577188722362584,0.000150777695865536,0.0124841438279013
"209","Celtis schippii",2848,0.00560378301062427,0.000150674272980174,0.0125381813797725
"210","Celtis schippii",2852,0.00559417891101882,0.000139305386761863,0.0126010024685314
"211","Celtis schippii",2856,0.00547042430333309,0.000121452004944317,0.0123416647675868
"212","Celtis schippii",2861,0.0054397479128941,0.000120665358737304,0.012196754118936
"213","Celtis schippii",2865,0.00546007865400836,0.000120890161839147,0.0121489655942384
"214","Celtis schippii",2869,0.00532735086447654,9.69199387700525e-05,0.0120674192135376
"215","Celtis schippii",2873,0.0052269716810564,9.56165041084849e-05,0.0120157181440231
"216","Celtis schippii",2877,0.00527459077338286,9.01347340198379e-05,0.0119586361200533
"217","Celtis schippii",2881,0.00522823217700199,8.92926495502061e-05,0.0118995123864709
"218","Celtis schippii",2885,0.00517049905205431,9.01742149284037e-05,0.0117772241006885
"219","Celtis schippii",2890,0.00502795864079219,9.6264537119272e-05,0.01145446654352
"220","Celtis schippii",2894,0.00496816940244539,8.53281965045586e-05,0.0113966845554099
"221","Celtis schippii",2898,0.00486291340898579,8.53746714759097e-05,0.0111160942130634
"222","Celtis schippii",2902,0.00483815799625121,8.53621715557895e-05,0.0107747556263246
"223","Celtis schippii",2906,0.00495244846837066,7.6885852568806e-05,0.0106726917897225
"224","Celtis schippii",2910,0.00482948326003765,6.8248270910949e-05,0.0108543108307621
"225","Celtis schippii",2914,0.00478357814925696,6.28338750643642e-05,0.0107025857145968
"226","Celtis schippii",2918,0.00467055005795606,6.83138173952343e-05,0.0105334261990571
"227","Celtis schippii",2922,0.00466293237195902,5.73609189012379e-05,0.0105620066397214
"228","Celtis schippii",2927,0.00452538044177078,5.12438642554422e-05,0.01033439945086
"229","Celtis schippii",2931,0.00440051693951463,5.50248653110159e-05,0.0100818270122464
"230","Celtis schippii",2935,0.004317232640065,5.50365565462044e-05,0.00969904068591238
"231","Celtis schippii",2939,0.00423647925329595,5.73854302856254e-05,0.00951302936908115
"232","Celtis schippii",2943,0.00421762844054666,5.11785318177559e-05,0.00950967731170548
"233","Celtis schippii",2947,0.00414609201838716,4.50866332255158e-05,0.00944828045503552
"234","Celtis schippii",2951,0.0040863333524473,3.83326548451351e-05,0.00940922055884103
"235","Celtis schippii",2956,0.00397283278512502,3.41786216404916e-05,0.00936406313002971
"236","Celtis schippii",2960,0.00394319814673981,3.41713330205903e-05,0.00910867534500276
"237","Celtis schippii",2964,0.00381498418433129,3.31507074522924e-05,0.00890236885563689
"238","Celtis schippii",2968,0.00379562578330278,2.87079486443592e-05,0.00859886874803565
"239","Celtis schippii",2972,0.00382278801604247,3.4850086879057e-05,0.00848934026717328
"240","Celtis schippii",2976,0.00370030086693672,2.24164782886368e-05,0.00842165518524649
"241","Celtis schippii",2980,0.00366281741657373,2.77076228884194e-05,0.00829557711480583
"242","Celtis schippii",2984,0.0035896329620938,2.76891875846529e-05,0.00823371559444375
"243","Celtis schippii",2988,0.00350844396776521,2.87504893751977e-05,0.0080536132266783
"244","Celtis schippii",2993,0.0035073428831208,1.7201657687038e-05,0.00803966457032974
"245","Celtis schippii",2997,0.00341421316377876,1.71888843974696e-05,0.00783600272188534
"246","Celtis schippii",3001,0.00337969455343619,2.1660346583503e-05,0.00799143845550001
"247","Chamguava schippii",1985,0.000439401791156716,0.000370952407982827,0.000507397729693309
"248","Chamguava schippii",1990,0.000537703238905774,0.000447631993530345,0.00067677239174137
"249","Chamguava schippii",1995,0.000636312644084878,0.000486250093080049,0.000828130943366699
"250","Chamguava schippii",2000,0.000756420586574897,0.000544337500353638,0.000973410105862137
"251","Chamguava schippii",2005,0.000897526409582991,0.000637710779465486,0.00118346598173668
"252","Chamguava schippii",2010,0.00105123919496972,0.000750940785792215,0.00146378613864773
"253","Chamguava schippii",2015,0.00122597061112283,0.000832377687490302,0.00177050816442788
"254","Chamguava schippii",2019,0.00142219820540399,0.000965183092991144,0.00203660039775648
"255","Chamguava schippii",2023,0.00160453299476653,0.00103066963157635,0.00235150436301406
"256","Chamguava schippii",2027,0.00186066647568383,0.00119401091195776,0.0026837992595005
"257","Chamguava schippii",2032,0.00209648667627681,0.00139004079678829,0.00301315646762558
"258","Chamguava schippii",2036,0.00233080594209752,0.00152994098833728,0.00344896502319888
"259","Chamguava schippii",2040,0.00263420252996577,0.00171890002554768,0.00390165120982511
"260","Chamguava schippii",2044,0.00295052904740806,0.00194925748722732,0.00442004101351292
"261","Chamguava schippii",2048,0.00326765326040751,0.00212775793317917,0.00494323978271377
"262","Chamguava schippii",2052,0.00373962790068551,0.00237918997044053,0.0055814163543039
"263","Chamguava schippii",2056,0.004128930877234,0.00265144700160385,0.00616884624654495
"264","Chamguava schippii",2060,0.00461369961120505,0.00289443954409018,0.00691171044426456
"265","Chamguava schippii",2064,0.00509636367706035,0.00318906997292205,0.00770885899758554
"266","Chamguava schippii",2069,0.00557580229400076,0.00358397343064505,0.00831577292147395
"267","Chamguava schippii",2073,0.00623570063595646,0.00391307847614068,0.0091812362421513
"268","Chamguava schippii",2077,0.00683202709784348,0.00434603515360915,0.010124665218312
"269","Chamguava schippii",2081,0.00747318642173174,0.00479581591401533,0.0111956866456856
"270","Chamguava schippii",2085,0.0081214013356758,0.00525035502430332,0.0123033049311696
"271","Chamguava schippii",2089,0.0090324082842851,0.00561309866808926,0.0133860606310025
"272","Chamguava schippii",2093,0.00985111523809846,0.00617942922049926,0.014294881661884
"273","Chamguava schippii",2098,0.010569118523477,0.00676332521116951,0.0156008528614347
"274","Chamguava schippii",2102,0.0115052599127789,0.00720499165160039,0.0170680851774681
"275","Chamguava schippii",2106,0.0124315319225934,0.00763762833742604,0.0184915428097388
"276","Chamguava schippii",2110,0.0134311573624889,0.00822072348199339,0.0198731496232472
"277","Chamguava schippii",2114,0.014437293509972,0.00868386591302559,0.0213887365627493
"278","Chamguava schippii",2118,0.0155635469331114,0.00943310337985465,0.0229293234426869
"279","Chamguava schippii",2122,0.0166140315304548,0.0100209192127072,0.0246157724877319
"280","Chamguava schippii",2126,0.0178111533491628,0.0108122481853524,0.0263307234310883
"281","Chamguava schippii",2130,0.0191882485554722,0.0114507337620845,0.0281314939850659
"282","Chamguava schippii",2135,0.0203514656715892,0.0124154424341176,0.0296452327024393
"283","Chamguava schippii",2139,0.0216107266284349,0.0130473815051366,0.0317393432646294
"284","Chamguava schippii",2143,0.0227332623271225,0.0138612656863947,0.0337567466197885
"285","Chamguava schippii",2147,0.0241557693593529,0.0147936140760193,0.0357206946395574
"286","Chamguava schippii",2151,0.0256644876069273,0.01563074523667,0.0375017912089992
"287","Chamguava schippii",2155,0.0272770394628193,0.0164705600167646,0.0395319063018165
"288","Chamguava schippii",2159,0.0287537306419499,0.0174224774027404,0.0418835702741161
"289","Chamguava schippii",2164,0.0301824291475508,0.0182802440330635,0.0435215824898735
"290","Chamguava schippii",2168,0.0313659789475429,0.0194753220077262,0.0459543892798914
"291","Chamguava schippii",2172,0.0328383600842567,0.0201662792960679,0.0481045810252063
"292","Chamguava schippii",2176,0.0342729984025665,0.0210453727602961,0.050315970104482
"293","Chamguava schippii",2180,0.0357646086095117,0.021959282490946,0.0525107102703418
"294","Chamguava schippii",2184,0.0368944109248322,0.022771523588685,0.0548472700117509
"295","Chamguava schippii",2188,0.0386844203300812,0.0238720716518618,0.0569619572799038
"296","Chamguava schippii",2192,0.0400880475552381,0.024615715284502,0.0598088268689045
"297","Chamguava schippii",2196,0.0418490557690599,0.0257001112690389,0.062606178213283
"298","Chamguava schippii",2201,0.0434220773254495,0.0262337947369717,0.064826573216289
"299","Chamguava schippii",2205,0.0451488133040441,0.0269489520332017,0.0667029493575641
"300","Chamguava schippii",2209,0.0465968692928819,0.0277922260679164,0.0691156328576732
"301","Chamguava schippii",2213,0.0480498820255379,0.0285849229990696,0.071531698001221
"302","Chamguava schippii",2217,0.0496907042782926,0.0294147835031667,0.0741042806099456
"303","Chamguava schippii",2221,0.0509611374887684,0.0303387463810884,0.0766453805353697
"304","Chamguava schippii",2225,0.0527185979516919,0.0309739074550784,0.0787283717025831
"305","Chamguava schippii",2230,0.0544775770560766,0.0318859699905073,0.0814756695350265
"306","Chamguava schippii",2234,0.0560934880120621,0.0327419897827158,0.0834399388814189
"307","Chamguava schippii",2238,0.0574758742244917,0.0338715847048474,0.0851701561787769
"308","Chamguava schippii",2242,0.0586620774732652,0.0345990423124247,0.0872375282993721
"309","Chamguava schippii",2246,0.0598966489699854,0.0354228868028109,0.089933487705508
"310","Chamguava schippii",2250,0.061576674191999,0.0360267082353966,0.0918375020284376
"311","Chamguava schippii",2254,0.0629675456535751,0.0367482441964791,0.0936883540716608
"312","Chamguava schippii",2258,0.0646770069635058,0.0373031922155876,0.0952815333711034
"313","Chamguava schippii",2262,0.0662984619274001,0.0379680036386799,0.0970933779209679
"314","Chamguava schippii",2267,0.0671319493752239,0.0386246186792451,0.098875883855723
"315","Chamguava schippii",2271,0.0680157869912737,0.0388217435404935,0.100447719592032
"316","Chamguava schippii",2275,0.0689606430089415,0.0393404185072223,0.102499878578142
"317","Chamguava schippii",2279,0.0696484698844492,0.0400309298923894,0.103946377589681
"318","Chamguava schippii",2283,0.07077402085865,0.0405147854938906,0.105681619426881
"319","Chamguava schippii",2287,0.0717883764661289,0.0412247122629619,0.107564838441904
"320","Chamguava schippii",2291,0.0730082632034218,0.0422063811363552,0.109139333200127
"321","Chamguava schippii",2296,0.0736778199205711,0.0429979365646125,0.110965929865547
"322","Chamguava schippii",2300,0.074483170212593,0.0437560446681898,0.112062556217786
"323","Chamguava schippii",2304,0.0749983034707754,0.0443192428406726,0.113929802593064
"324","Chamguava schippii",2308,0.0756770628527314,0.0448959091650949,0.114909974810507
"325","Chamguava schippii",2312,0.0762648825101538,0.0447402155402595,0.115964094766829
"326","Chamguava schippii",2316,0.0769694303139297,0.0444333525792166,0.117229183792294
"327","Chamguava schippii",2320,0.0774698484497505,0.0443264217398101,0.118524816936718
"328","Chamguava schippii",2324,0.0777113425735788,0.0439102589484101,0.119531240604742
"329","Chamguava schippii",2328,0.0786288041879233,0.0434631594361868,0.120487463950474
"330","Chamguava schippii",2333,0.0792194604675032,0.0427529023704378,0.121599305492295
"331","Chamguava schippii",2337,0.0797263005070666,0.0420879311880609,0.12246041547001
"332","Chamguava schippii",2341,0.079763245337611,0.0421094097951063,0.123547311782324
"333","Chamguava schippii",2345,0.079972758612544,0.042252285114097,0.123934366299884
"334","Chamguava schippii",2349,0.0801271938930029,0.0424534053959806,0.124856488206939
"335","Chamguava schippii",2353,0.0803867272690643,0.0424459813388435,0.12475839603883
"336","Chamguava schippii",2357,0.0804096165207153,0.0424387750562486,0.124835325882781
"337","Chamguava schippii",2362,0.0804160426842792,0.0423330941065063,0.124796912917826
