"","species","censusyear","N_present"
"1490","Randia armata",1985,94
"1491","Randia armata",1990,97
"1492","Randia armata",1995,102
"1493","Randia armata",2000,107
"1494","Randia armata",2005,108
"1495","Randia armata",2010,113
"1496","Randia armata",2015,111
"1497","Rinorea sylvatica",1982,311
"1498","Rinorea sylvatica",1985,327
"1499","Rinorea sylvatica",1990,344
"1500","Rinorea sylvatica",1995,340
"1501","Rinorea sylvatica",2000,356
"1502","Rinorea sylvatica",2005,367
"1503","Rinorea sylvatica",2010,366
"1504","Rinorea sylvatica",2015,353
"1505","Sapium glandulosum",1982,3
"1506","Sapium glandulosum",1985,3
"1507","Sapium glandulosum",1990,3
"1508","Sapium glandulosum",1995,3
"1509","Sapium glandulosum",2000,3
"1510","Sapium glandulosum",2005,2
"1511","Sapium glandulosum",2010,1
"1512","Sapium glandulosum",2015,1
"1513","Senna dariensis dariensis",1982,62
"1514","Senna dariensis dariensis",1985,44
"1515","Senna dariensis dariensis",1990,38
"1516","Senna dariensis dariensis",1995,18
"1517","Senna dariensis dariensis",2000,12
"1518","Senna dariensis dariensis",2005,27
"1519","Senna dariensis dariensis",2010,47
"1520","Senna dariensis dariensis",2015,80
"1521","Simarouba amara",1982,21
"1522","Simarouba amara",1985,27
"1523","Simarouba amara",1990,27
"1524","Simarouba amara",1995,26
"1525","Simarouba amara",2000,27
"1526","Simarouba amara",2005,24
"1527","Simarouba amara",2010,22
"1528","Simarouba amara",2015,20
"1529","Siparuna pauciflora",1982,39
"1530","Siparuna pauciflora",1985,37
"1531","Siparuna pauciflora",1990,39
"1532","Siparuna pauciflora",1995,39
"1533","Siparuna pauciflora",2000,32
"1534","Siparuna pauciflora",2005,28
"1535","Siparuna pauciflora",2010,26
"1536","Siparuna pauciflora",2015,28
"1537","Sloanea terniflora",1982,0
"1538","Sloanea terniflora",1985,0
"1539","Sloanea terniflora",1990,0
"1540","Sloanea terniflora",1995,0
"1541","Sloanea terniflora",2000,0
"1542","Sloanea terniflora",2005,0
"1543","Sloanea terniflora",2010,0
"1544","Sloanea terniflora",2015,1
"1545","Socratea exorrhiza",1982,206
"1546","Socratea exorrhiza",1985,189
"1547","Socratea exorrhiza",1990,170
"1548","Socratea exorrhiza",1995,175
"1549","Socratea exorrhiza",2000,160
"1550","Socratea exorrhiza",2005,141
"1551","Socratea exorrhiza",2010,120
"1552","Socratea exorrhiza",2015,104
"1553","Solanum circinatum",1982,2
"1554","Solanum circinatum",1985,2
"1555","Solanum circinatum",1990,2
"1556","Solanum circinatum",1995,0
"1557","Solanum circinatum",2000,0
"1558","Solanum circinatum",2005,0
"1559","Solanum circinatum",2010,0
"1560","Solanum circinatum",2015,0
"1561","Solanum hayesii",1982,26
"1562","Solanum hayesii",1985,16
"1563","Solanum hayesii",1990,15
"1564","Solanum hayesii",1995,11
"1565","Solanum hayesii",2000,6
"1566","Solanum hayesii",2005,6
"1567","Solanum hayesii",2010,12
"1568","Solanum hayesii",2015,26
"1569","Sorocea affinis",1982,357
"1570","Sorocea affinis",1985,367
"1571","Sorocea affinis",1990,381
"1572","Sorocea affinis",1995,374
"1573","Sorocea affinis",2000,346
"1574","Sorocea affinis",2005,335
"1575","Sorocea affinis",2010,320
"1576","Sorocea affinis",2015,306
"1577","Spachea membranacea",1982,7
"1578","Spachea membranacea",1985,8
"1579","Spachea membranacea",1990,7
"1580","Spachea membranacea",1995,8
"1581","Spachea membranacea",2000,8
"1582","Spachea membranacea",2005,7
"1583","Spachea membranacea",2010,5
"1584","Spachea membranacea",2015,5
"1585","Spondias mombin",1982,6
"1586","Spondias mombin",1985,6
"1587","Spondias mombin",1990,7
"1588","Spondias mombin",1995,8
"1589","Spondias mombin",2000,8
"1590","Spondias mombin",2005,8
"1591","Spondias mombin",2010,9
"1592","Spondias mombin",2015,9
"1593","Spondias radlkoferi",1982,4
"1594","Spondias radlkoferi",1985,7
"1595","Spondias radlkoferi",1990,6
"1596","Spondias radlkoferi",1995,6
"1597","Spondias radlkoferi",2000,6
"1598","Spondias radlkoferi",2005,6
"1599","Spondias radlkoferi",2010,7
"1600","Spondias radlkoferi",2015,8
"1601","Sterculia apetala apetala",1982,0
"1602","Sterculia apetala apetala",1985,0
"1603","Sterculia apetala apetala",1990,0
"1604","Sterculia apetala apetala",1995,1
"1605","Sterculia apetala apetala",2000,0
"1606","Sterculia apetala apetala",2005,0
"1607","Sterculia apetala apetala",2010,0
"1608","Sterculia apetala apetala",2015,0
"1609","Stylogyne turbacensis",1982,47
"1610","Stylogyne turbacensis",1985,53
"1611","Stylogyne turbacensis",1990,54
"1612","Stylogyne turbacensis",1995,53
"1613","Stylogyne turbacensis",2000,44
"1614","Stylogyne turbacensis",2005,41
"1615","Stylogyne turbacensis",2010,42
"1616","Stylogyne turbacensis",2015,38
"1617","Swartzia simplex continentalis",1982,235
"1618","Swartzia simplex continentalis",1985,258
"1619","Swartzia simplex continentalis",1990,268
"1620","Swartzia simplex continentalis",1995,275
"1621","Swartzia simplex continentalis",2000,287
"1622","Swartzia simplex continentalis",2005,301
"1623","Swartzia simplex continentalis",2010,304
"1624","Swartzia simplex continentalis",2015,302
"1625","Swartzia simplex grandiflora",1982,41
"1626","Swartzia simplex grandiflora",1985,43
"1627","Swartzia simplex grandiflora",1990,46
"1628","Swartzia simplex grandiflora",1995,47
"1629","Swartzia simplex grandiflora",2000,47
"1630","Swartzia simplex grandiflora",2005,46
"1631","Swartzia simplex grandiflora",2010,46
"1632","Swartzia simplex grandiflora",2015,49
"1633","Symphonia globulifera",1982,3
"1634","Symphonia globulifera",1985,2
"1635","Symphonia globulifera",1990,2
"1636","Symphonia globulifera",1995,3
"1637","Symphonia globulifera",2000,2
"1638","Symphonia globulifera",2005,1
"1639","Symphonia globulifera",2010,1
"1640","Symphonia globulifera",2015,1
"1641","Tabebuia guayacan",1982,4
"1642","Tabebuia guayacan",1985,5
"1643","Tabebuia guayacan",1990,4
"1644","Tabebuia guayacan",1995,4
"1645","Tabebuia guayacan",2000,4
"1646","Tabebuia guayacan",2005,4
"1647","Tabebuia guayacan",2010,4
"1648","Tabebuia guayacan",2015,4
"1649","Tabebuia rosea",1982,6
"1650","Tabebuia rosea",1985,6
"1651","Tabebuia rosea",1990,4
"1652","Tabebuia rosea",1995,3
"1653","Tabebuia rosea",2000,3
"1654","Tabebuia rosea",2005,3
"1655","Tabebuia rosea",2010,3
"1656","Tabebuia rosea",2015,2
"1657","Tabernaemontana arborea",1982,52
"1658","Tabernaemontana arborea",1985,61
"1659","Tabernaemontana arborea",1990,58
"1660","Tabernaemontana arborea",1995,63
"1661","Tabernaemontana arborea",2000,68
"1662","Tabernaemontana arborea",2005,72
"1663","Tabernaemontana arborea",2010,69
"1664","Tabernaemontana arborea",2015,67
"1665","Tachigali versicolor",1982,1
"1666","Tachigali versicolor",1985,1
"1667","Tachigali versicolor",1990,1
"1668","Tachigali versicolor",1995,1
"1669","Tachigali versicolor",2000,1
"1670","Tachigali versicolor",2005,1
"1671","Tachigali versicolor",2010,1
"1672","Tachigali versicolor",2015,2
"1673","Talisia croatii",1982,6
"1674","Talisia croatii",1985,6
"1675","Talisia croatii",1990,6
"1676","Talisia croatii",1995,6
"1677","Talisia croatii",2000,6
"1678","Talisia croatii",2005,5
"1679","Talisia croatii",2010,5
"1680","Talisia croatii",2015,5
"1681","Talisia nervosa",1982,38
"1682","Talisia nervosa",1985,44
"1683","Talisia nervosa",1990,49
"1684","Talisia nervosa",1995,50
"1685","Talisia nervosa",2000,51
"1686","Talisia nervosa",2005,51
"1687","Talisia nervosa",2010,50
"1688","Talisia nervosa",2015,51
"1689","Terminalia amazonia",1982,8
"1690","Terminalia amazonia",1985,8
"1691","Terminalia amazonia",1990,10
"1692","Terminalia amazonia",1995,11
"1693","Terminalia amazonia",2000,11
"1694","Terminalia amazonia",2005,11
"1695","Terminalia amazonia",2010,11
"1696","Terminalia amazonia",2015,9
"1697","Terminalia oblonga",1982,1
"1698","Terminalia oblonga",1985,1
"1699","Terminalia oblonga",1990,1
"1700","Terminalia oblonga",1995,1
"1701","Terminalia oblonga",2000,1
"1702","Terminalia oblonga",2005,1
"1703","Terminalia oblonga",2010,1
"1704","Terminalia oblonga",2015,1
"1705","Tetragastris panamensis",1982,24
"1706","Tetragastris panamensis",1985,21
"1707","Tetragastris panamensis",1990,17
"1708","Tetragastris panamensis",1995,17
"1709","Tetragastris panamensis",2000,25
"1710","Tetragastris panamensis",2005,27
"1711","Tetragastris panamensis",2010,26
"1712","Tetragastris panamensis",2015,26
"1713","Tetrathylacium johansenii",1982,3
"1714","Tetrathylacium johansenii",1985,3
"1715","Tetrathylacium johansenii",1990,3
"1716","Tetrathylacium johansenii",1995,3
"1717","Tetrathylacium johansenii",2000,3
"1718","Tetrathylacium johansenii",2005,3
"1719","Tetrathylacium johansenii",2010,1
"1720","Tetrathylacium johansenii",2015,0
"1721","Theobroma cacao",1982,4
"1722","Theobroma cacao",1985,3
"1723","Theobroma cacao",1990,3
"1724","Theobroma cacao",1995,3
"1725","Theobroma cacao",2000,2
"1726","Theobroma cacao",2005,2
"1727","Theobroma cacao",2010,2
"1728","Theobroma cacao",2015,2
"1729","Thevetia ahouai",1982,39
"1730","Thevetia ahouai",1985,36
"1731","Thevetia ahouai",1990,37
"1732","Thevetia ahouai",1995,31
"1733","Thevetia ahouai",2000,28
"1734","Thevetia ahouai",2005,27
"1735","Thevetia ahouai",2010,25
"1736","Thevetia ahouai",2015,25
"1737","Trattinnickia aspera",1982,6
"1738","Trattinnickia aspera",1985,7
"1739","Trattinnickia aspera",1990,5
"1740","Trattinnickia aspera",1995,6
"1741","Trattinnickia aspera",2000,6
"1742","Trattinnickia aspera",2005,5
"1743","Trattinnickia aspera",2010,4
"1744","Trattinnickia aspera",2015,4
"1745","Trema micrantha",1982,0
"1746","Trema micrantha",1985,0
"1747","Trema micrantha",1990,0
"1748","Trema micrantha",1995,0
"1749","Trema micrantha",2000,0
"1750","Trema micrantha",2005,0
"1751","Trema micrantha",2010,2
"1752","Trema micrantha",2015,2
"1753","Trichanthera gigantea",1982,7
"1754","Trichanthera gigantea",1985,8
"1755","Trichanthera gigantea",1990,7
"1756","Trichanthera gigantea",1995,10
"1757","Trichanthera gigantea",2000,7
"1758","Trichanthera gigantea",2005,5
"1759","Trichanthera gigantea",2010,3
"1760","Trichanthera gigantea",2015,2
"1761","Trichilia pallida",1982,38
"1762","Trichilia pallida",1985,38
"1763","Trichilia pallida",1990,42
"1764","Trichilia pallida",1995,41
"1765","Trichilia pallida",2000,45
"1766","Trichilia pallida",2005,43
"1767","Trichilia pallida",2010,46
"1768","Trichilia pallida",2015,48
"1769","Trichilia tuberculata",1982,208
"1770","Trichilia tuberculata",1985,189
"1771","Trichilia tuberculata",1990,153
"1772","Trichilia tuberculata",1995,150
"1773","Trichilia tuberculata",2000,136
"1774","Trichilia tuberculata",2005,103
"1775","Trichilia tuberculata",2010,84
"1776","Trichilia tuberculata",2015,69
"1777","Trichospermum galeottii",1982,5
"1778","Trichospermum galeottii",1985,4
"1779","Trichospermum galeottii",1990,2
"1780","Trichospermum galeottii",1995,1
"1781","Trichospermum galeottii",2000,2
"1782","Trichospermum galeottii",2005,1
"1783","Trichospermum galeottii",2010,0
"1784","Trichospermum galeottii",2015,0
"1785","Triplaris cumingiana",1982,6
"1786","Triplaris cumingiana",1985,6
"1787","Triplaris cumingiana",1990,6
"1788","Triplaris cumingiana",1995,6
"1789","Triplaris cumingiana",2000,7
"1790","Triplaris cumingiana",2005,7
"1791","Triplaris cumingiana",2010,5
"1792","Triplaris cumingiana",2015,6
"1793","Trophis caucana",1982,8
"1794","Trophis caucana",1985,9
"1795","Trophis caucana",1990,6
"1796","Trophis caucana",1995,6
"1797","Trophis caucana",2000,7
"1798","Trophis caucana",2005,4
"1799","Trophis caucana",2010,1
"1800","Trophis caucana",2015,1
"1801","Trophis racemosa",1982,15
"1802","Trophis racemosa",1985,13
"1803","Trophis racemosa",1990,14
"1804","Trophis racemosa",1995,14
"1805","Trophis racemosa",2000,11
"1806","Trophis racemosa",2005,8
"1807","Trophis racemosa",2010,7
"1808","Trophis racemosa",2015,8
"1809","Turpinia occidentalis",1982,2
"1810","Turpinia occidentalis",1985,1
"1811","Turpinia occidentalis",1990,0
"1812","Turpinia occidentalis",1995,0
"1813","Turpinia occidentalis",2000,0
"1814","Turpinia occidentalis",2005,0
"1815","Turpinia occidentalis",2010,0
"1816","Turpinia occidentalis",2015,0
"1817","Unonopsis pittieri",1982,60
"1818","Unonopsis pittieri",1985,61
"1819","Unonopsis pittieri",1990,73
"1820","Unonopsis pittieri",1995,81
"1821","Unonopsis pittieri",2000,78
"1822","Unonopsis pittieri",2005,81
"1823","Unonopsis pittieri",2010,84
"1824","Unonopsis pittieri",2015,82
"1825","Virola multiflora",1982,0
"1826","Virola multiflora",1985,0
"1827","Virola multiflora",1990,0
"1828","Virola multiflora",1995,1
"1829","Virola multiflora",2000,0
"1830","Virola multiflora",2005,0
"1831","Virola multiflora",2010,0
"1832","Virola multiflora",2015,0
"1833","Virola sebifera",1982,65
"1834","Virola sebifera",1985,67
"1835","Virola sebifera",1990,76
"1836","Virola sebifera",1995,78
"1837","Virola sebifera",2000,74
"1838","Virola sebifera",2005,71
"1839","Virola sebifera",2010,68
"1840","Virola sebifera",2015,56
"1841","Virola surinamensis",1982,17
"1842","Virola surinamensis",1985,15
"1843","Virola surinamensis",1990,10
"1844","Virola surinamensis",1995,12
"1845","Virola surinamensis",2000,11
"1846","Virola surinamensis",2005,11
"1847","Virola surinamensis",2010,12
"1848","Virola surinamensis",2015,11
"1849","Vismia baccifera",1982,39
"1850","Vismia baccifera",1985,40
"1851","Vismia baccifera",1990,44
"1852","Vismia baccifera",1995,31
"1853","Vismia baccifera",2000,24
"1854","Vismia baccifera",2005,13
"1855","Vismia baccifera",2010,19
"1856","Vismia baccifera",2015,20
"1857","Vochysia ferruginea",1982,0
"1858","Vochysia ferruginea",1985,0
"1859","Vochysia ferruginea",1990,1
"1860","Vochysia ferruginea",1995,1
"1861","Vochysia ferruginea",2000,0
"1862","Vochysia ferruginea",2005,0
"1863","Vochysia ferruginea",2010,0
"1864","Vochysia ferruginea",2015,0
"1865","Xylopia macrantha",1982,4
"1866","Xylopia macrantha",1985,6
"1867","Xylopia macrantha",1990,9
"1868","Xylopia macrantha",1995,10
"1869","Xylopia macrantha",2000,12
"1870","Xylopia macrantha",2005,16
"1871","Xylopia macrantha",2010,21
"1872","Xylopia macrantha",2015,22
"1873","Zanthoxylum acuminatum",1982,1
"1874","Zanthoxylum acuminatum",1985,1
"1875","Zanthoxylum acuminatum",1990,3
"1876","Zanthoxylum acuminatum",1995,4
"1877","Zanthoxylum acuminatum",2000,6
"1878","Zanthoxylum acuminatum",2005,8
"1879","Zanthoxylum acuminatum",2010,8
"1880","Zanthoxylum acuminatum",2015,7
"1881","Zanthoxylum ekmanii",1982,20
"1882","Zanthoxylum ekmanii",1985,20
"1883","Zanthoxylum ekmanii",1990,21
"1884","Zanthoxylum ekmanii",1995,31
"1885","Zanthoxylum ekmanii",2000,42
"1886","Zanthoxylum ekmanii",2005,42
"1887","Zanthoxylum ekmanii",2010,39
"1888","Zanthoxylum ekmanii",2015,26
"1889","Zanthoxylum panamense",1982,3
"1890","Zanthoxylum panamense",1985,4
"1891","Zanthoxylum panamense",1990,3
"1892","Zanthoxylum panamense",1995,5
"1893","Zanthoxylum panamense",2000,6
"1894","Zanthoxylum panamense",2005,6
"1895","Zanthoxylum panamense",2010,8
"1896","Zanthoxylum panamense",2015,8
"1897","Zuelania guidonia",1982,1
"1898","Zuelania guidonia",1985,1
"1899","Zuelania guidonia",1990,1
"1900","Zuelania guidonia",1995,1
"1901","Zuelania guidonia",2000,1
"1902","Zuelania guidonia",2005,1
"1903","Zuelania guidonia",2010,1
"1904","Zuelania guidonia",2015,1
