"","species","censusyear","N_present"
"933","Maquira guianensis costaricana",2000,37
"934","Maquira guianensis costaricana",2005,39
"935","Maquira guianensis costaricana",2010,41
"936","Maquira guianensis costaricana",2015,39
"937","Marila laxiflora",1982,1
"938","Marila laxiflora",1985,1
"939","Marila laxiflora",1990,1
"940","Marila laxiflora",1995,1
"941","Marila laxiflora",2000,2
"942","Marila laxiflora",2005,2
"943","Marila laxiflora",2010,2
"944","Marila laxiflora",2015,1
"945","Maytenus schippii",1982,8
"946","Maytenus schippii",1985,8
"947","Maytenus schippii",1990,9
"948","Maytenus schippii",1995,9
"949","Maytenus schippii",2000,10
"950","Maytenus schippii",2005,10
"951","Maytenus schippii",2010,9
"952","Maytenus schippii",2015,8
"953","Miconia affinis",1982,2
"954","Miconia affinis",1985,6
"955","Miconia affinis",1990,3
"956","Miconia affinis",1995,6
"957","Miconia affinis",2000,9
"958","Miconia affinis",2005,7
"959","Miconia affinis",2010,4
"960","Miconia affinis",2015,6
"961","Miconia argentea",1982,11
"962","Miconia argentea",1985,13
"963","Miconia argentea",1990,11
"964","Miconia argentea",1995,13
"965","Miconia argentea",2000,14
"966","Miconia argentea",2005,12
"967","Miconia argentea",2010,13
"968","Miconia argentea",2015,12
"969","Miconia impetiolaris",1982,1
"970","Miconia impetiolaris",1985,1
"971","Miconia impetiolaris",1990,1
"972","Miconia impetiolaris",1995,1
"973","Miconia impetiolaris",2000,2
"974","Miconia impetiolaris",2005,1
"975","Miconia impetiolaris",2010,0
"976","Miconia impetiolaris",2015,0
"977","Miconia nervosa",1982,7
"978","Miconia nervosa",1985,6
"979","Miconia nervosa",1990,13
"980","Miconia nervosa",1995,8
"981","Miconia nervosa",2000,11
"982","Miconia nervosa",2005,9
"983","Miconia nervosa",2010,8
"984","Miconia nervosa",2015,7
"985","Mosannona garwoodii",1982,18
"986","Mosannona garwoodii",1985,18
"987","Mosannona garwoodii",1990,21
"988","Mosannona garwoodii",1995,23
"989","Mosannona garwoodii",2000,22
"990","Mosannona garwoodii",2005,24
"991","Mosannona garwoodii",2010,25
"992","Mosannona garwoodii",2015,27
"993","Mouriri myrtilloides parvifolia",1982,431
"994","Mouriri myrtilloides parvifolia",1985,479
"995","Mouriri myrtilloides parvifolia",1990,541
"996","Mouriri myrtilloides parvifolia",1995,538
"997","Mouriri myrtilloides parvifolia",2000,515
"998","Mouriri myrtilloides parvifolia",2005,523
"999","Mouriri myrtilloides parvifolia",2010,539
"1000","Mouriri myrtilloides parvifolia",2015,535
"1001","Myrcia gatunensis",1982,0
"1002","Myrcia gatunensis",1985,0
"1003","Myrcia gatunensis",1990,0
"1004","Myrcia gatunensis",1995,1
"1005","Myrcia gatunensis",2000,0
"1006","Myrcia gatunensis",2005,0
"1007","Myrcia gatunensis",2010,0
"1008","Myrcia gatunensis",2015,0
"1009","Nectandra cissiflora",1982,2
"1010","Nectandra cissiflora",1985,2
"1011","Nectandra cissiflora",1990,2
"1012","Nectandra cissiflora",1995,2
"1013","Nectandra cissiflora",2000,0
"1014","Nectandra cissiflora",2005,0
"1015","Nectandra cissiflora",2010,0
"1016","Nectandra cissiflora",2015,0
"1017","Nectandra lineata",1982,2
"1018","Nectandra lineata",1985,0
"1019","Nectandra lineata",1990,0
"1020","Nectandra lineata",1995,0
"1021","Nectandra lineata",2000,0
"1022","Nectandra lineata",2005,0
"1023","Nectandra lineata",2010,0
"1024","Nectandra lineata",2015,0
"1025","Nectandra purpurea",1982,0
"1026","Nectandra purpurea",1985,0
"1027","Nectandra purpurea",1990,1
"1028","Nectandra purpurea",1995,1
"1029","Nectandra purpurea",2000,1
"1030","Nectandra purpurea",2005,1
"1031","Nectandra purpurea",2010,1
"1032","Nectandra purpurea",2015,1
"1033","Neea amplifolia",1982,9
"1034","Neea amplifolia",1985,9
"1035","Neea amplifolia",1990,13
"1036","Neea amplifolia",1995,14
"1037","Neea amplifolia",2000,9
"1038","Neea amplifolia",2005,8
"1039","Neea amplifolia",2010,8
"1040","Neea amplifolia",2015,10
"1041","Ocotea cernua",1982,16
"1042","Ocotea cernua",1985,21
"1043","Ocotea cernua",1990,15
"1044","Ocotea cernua",1995,18
"1045","Ocotea cernua",2000,12
"1046","Ocotea cernua",2005,17
"1047","Ocotea cernua",2010,24
"1048","Ocotea cernua",2015,28
"1049","Ocotea oblonga",1982,8
"1050","Ocotea oblonga",1985,8
"1051","Ocotea oblonga",1990,4
"1052","Ocotea oblonga",1995,6
"1053","Ocotea oblonga",2000,6
"1054","Ocotea oblonga",2005,6
"1055","Ocotea oblonga",2010,4
"1056","Ocotea oblonga",2015,6
"1057","Ocotea puberula",1982,0
"1058","Ocotea puberula",1985,0
"1059","Ocotea puberula",1990,0
"1060","Ocotea puberula",1995,1
"1061","Ocotea puberula",2000,2
"1062","Ocotea puberula",2005,2
"1063","Ocotea puberula",2010,2
"1064","Ocotea puberula",2015,2
"1065","Ocotea whitei",1982,24
"1066","Ocotea whitei",1985,24
"1067","Ocotea whitei",1990,22
"1068","Ocotea whitei",1995,24
"1069","Ocotea whitei",2000,23
"1070","Ocotea whitei",2005,28
"1071","Ocotea whitei",2010,38
"1072","Ocotea whitei",2015,45
"1073","Oenocarpus mapora",1982,343
"1074","Oenocarpus mapora",1985,344
"1075","Oenocarpus mapora",1990,341
"1076","Oenocarpus mapora",1995,349
"1077","Oenocarpus mapora",2000,347
"1078","Oenocarpus mapora",2005,347
"1079","Oenocarpus mapora",2010,339
"1080","Oenocarpus mapora",2015,325
"1081","Ormosia macrocalyx",1982,1
"1082","Ormosia macrocalyx",1985,1
"1083","Ormosia macrocalyx",1990,1
"1084","Ormosia macrocalyx",1995,1
"1085","Ormosia macrocalyx",2000,1
"1086","Ormosia macrocalyx",2005,1
"1087","Ormosia macrocalyx",2010,1
"1088","Ormosia macrocalyx",2015,1
"1089","Ouratea lucens",1982,40
"1090","Ouratea lucens",1985,49
"1091","Ouratea lucens",1990,49
"1092","Ouratea lucens",1995,49
"1093","Ouratea lucens",2000,49
"1094","Ouratea lucens",2005,49
"1095","Ouratea lucens",2010,51
"1096","Ouratea lucens",2015,48
"1097","Palicourea guianensis",1982,59
"1098","Palicourea guianensis",1985,122
"1099","Palicourea guianensis",1990,213
"1100","Palicourea guianensis",1995,162
"1101","Palicourea guianensis",2000,149
"1102","Palicourea guianensis",2005,184
"1103","Palicourea guianensis",2010,184
"1104","Palicourea guianensis",2015,175
"1105","Pentagonia macrophylla",1982,82
"1106","Pentagonia macrophylla",1985,77
"1107","Pentagonia macrophylla",1990,80
"1108","Pentagonia macrophylla",1995,71
"1109","Pentagonia macrophylla",2000,58
"1110","Pentagonia macrophylla",2005,54
"1111","Pentagonia macrophylla",2010,53
"1112","Pentagonia macrophylla",2015,49
"1113","Perebea xanthochyma",1982,2
"1114","Perebea xanthochyma",1985,2
"1115","Perebea xanthochyma",1990,2
"1116","Perebea xanthochyma",1995,2
"1117","Perebea xanthochyma",2000,2
"1118","Perebea xanthochyma",2005,2
"1119","Perebea xanthochyma",2010,2
"1120","Perebea xanthochyma",2015,2
"1121","Picramnia latifolia",1982,97
"1122","Picramnia latifolia",1985,112
"1123","Picramnia latifolia",1990,110
"1124","Picramnia latifolia",1995,106
"1125","Picramnia latifolia",2000,99
"1126","Picramnia latifolia",2005,88
"1127","Picramnia latifolia",2010,82
"1128","Picramnia latifolia",2015,73
"1129","Piper aequale",1982,49
"1130","Piper aequale",1985,37
"1131","Piper aequale",1990,22
"1132","Piper aequale",1995,9
"1133","Piper aequale",2000,4
"1134","Piper aequale",2005,3
"1135","Piper aequale",2010,4
"1136","Piper aequale",2015,3
"1137","Piper arboreum",1982,10
"1138","Piper arboreum",1985,9
"1139","Piper arboreum",1990,6
"1140","Piper arboreum",1995,3
"1141","Piper arboreum",2000,4
"1142","Piper arboreum",2005,4
"1143","Piper arboreum",2010,4
"1144","Piper arboreum",2015,4
"1145","Piper colonense",1982,11
"1146","Piper colonense",1985,7
"1147","Piper colonense",1990,3
"1148","Piper colonense",1995,3
"1149","Piper colonense",2000,1
"1150","Piper colonense",2005,0
"1151","Piper colonense",2010,0
"1152","Piper colonense",2015,0
"1153","Piper cordulatum",1982,412
"1154","Piper cordulatum",1985,459
"1155","Piper cordulatum",1990,241
"1156","Piper cordulatum",1995,71
"1157","Piper cordulatum",2000,15
"1158","Piper cordulatum",2005,8
"1159","Piper cordulatum",2010,6
"1160","Piper cordulatum",2015,7
"1161","Piper perlasense",1982,27
"1162","Piper perlasense",1985,28
"1163","Piper perlasense",1990,18
"1164","Piper perlasense",1995,12
"1165","Piper perlasense",2000,7
"1166","Piper perlasense",2005,2
"1167","Piper perlasense",2010,2
"1168","Piper perlasense",2015,0
"1169","Piper reticulatum",1982,21
"1170","Piper reticulatum",1985,24
"1171","Piper reticulatum",1990,23
"1172","Piper reticulatum",1995,23
"1173","Piper reticulatum",2000,22
"1174","Piper reticulatum",2005,21
"1175","Piper reticulatum",2010,21
"1176","Piper reticulatum",2015,22
"1177","Platymiscium pinnatum polystachyum",1982,12
"1178","Platymiscium pinnatum polystachyum",1985,11
"1179","Platymiscium pinnatum polystachyum",1990,10
"1180","Platymiscium pinnatum polystachyum",1995,9
"1181","Platymiscium pinnatum polystachyum",2000,11
"1182","Platymiscium pinnatum polystachyum",2005,10
"1183","Platymiscium pinnatum polystachyum",2010,10
"1184","Platymiscium pinnatum polystachyum",2015,10
"1185","Platypodium elegans",1982,9
"1186","Platypodium elegans",1985,8
"1187","Platypodium elegans",1990,5
"1188","Platypodium elegans",1995,5
"1189","Platypodium elegans",2000,5
"1190","Platypodium elegans",2005,5
"1191","Platypodium elegans",2010,2
"1192","Platypodium elegans",2015,2
"1193","Posoqueria latifolia",1982,7
"1194","Posoqueria latifolia",1985,7
"1195","Posoqueria latifolia",1990,8
"1196","Posoqueria latifolia",1995,8
"1197","Posoqueria latifolia",2000,7
"1198","Posoqueria latifolia",2005,7
"1199","Posoqueria latifolia",2010,7
"1200","Posoqueria latifolia",2015,9
"1201","Poulsenia armata",1982,29
"1202","Poulsenia armata",1985,18
"1203","Poulsenia armata",1990,10
"1204","Poulsenia armata",1995,13
"1205","Poulsenia armata",2000,13
"1206","Poulsenia armata",2005,16
"1207","Poulsenia armata",2010,15
"1208","Poulsenia armata",2015,12
"1209","Pouteria reticulata reticulata",1982,13
"1210","Pouteria reticulata reticulata",1985,13
"1211","Pouteria reticulata reticulata",1990,16
"1212","Pouteria reticulata reticulata",1995,16
"1213","Pouteria reticulata reticulata",2000,20
"1214","Pouteria reticulata reticulata",2005,20
"1215","Pouteria reticulata reticulata",2010,20
"1216","Pouteria reticulata reticulata",2015,21
"1217","Pouteria stipitata",1982,5
"1218","Pouteria stipitata",1985,5
"1219","Pouteria stipitata",1990,5
"1220","Pouteria stipitata",1995,5
"1221","Pouteria stipitata",2000,5
"1222","Pouteria stipitata",2005,5
"1223","Pouteria stipitata",2010,5
"1224","Pouteria stipitata",2015,6
"1225","Prioria copaifera",1982,2
"1226","Prioria copaifera",1985,2
"1227","Prioria copaifera",1990,2
"1228","Prioria copaifera",1995,3
"1229","Prioria copaifera",2000,4
"1230","Prioria copaifera",2005,4
"1231","Prioria copaifera",2010,5
"1232","Prioria copaifera",2015,6
"1233","Protium costaricense",1982,8
"1234","Protium costaricense",1985,3
"1235","Protium costaricense",1990,3
"1236","Protium costaricense",1995,5
"1237","Protium costaricense",2000,4
"1238","Protium costaricense",2005,4
"1239","Protium costaricense",2010,2
"1240","Protium costaricense",2015,6
"1241","Protium panamense",1982,17
"1242","Protium panamense",1985,18
"1243","Protium panamense",1990,20
"1244","Protium panamense",1995,19
"1245","Protium panamense",2000,21
"1246","Protium panamense",2005,20
"1247","Protium panamense",2010,20
"1248","Protium panamense",2015,23
"1249","Protium tenuifolium",1982,64
"1250","Protium tenuifolium",1985,63
"1251","Protium tenuifolium",1990,57
"1252","Protium tenuifolium",1995,59
"1253","Protium tenuifolium",2000,62
"1254","Protium tenuifolium",2005,57
"1255","Protium tenuifolium",2010,63
"1256","Protium tenuifolium",2015,64
"1257","Pseudobombax septenatum",1982,2
"1258","Pseudobombax septenatum",1985,2
"1259","Pseudobombax septenatum",1990,2
"1260","Pseudobombax septenatum",1995,2
"1261","Pseudobombax septenatum",2000,1
"1262","Pseudobombax septenatum",2005,1
"1263","Pseudobombax septenatum",2010,1
"1264","Pseudobombax septenatum",2015,1
"1265","Psidium friedrichsthalianum",1982,1
"1266","Psidium friedrichsthalianum",1985,1
"1267","Psidium friedrichsthalianum",1990,1
"1268","Psidium friedrichsthalianum",1995,1
"1269","Psidium friedrichsthalianum",2000,1
"1270","Psidium friedrichsthalianum",2005,1
"1271","Psidium friedrichsthalianum",2010,1
"1272","Psidium friedrichsthalianum",2015,1
"1273","Psychotria acuminata",1982,0
"1274","Psychotria acuminata",1985,0
"1275","Psychotria acuminata",1990,1
"1276","Psychotria acuminata",1995,0
"1277","Psychotria acuminata",2000,0
"1278","Psychotria acuminata",2005,0
"1279","Psychotria acuminata",2010,0
"1280","Psychotria acuminata",2015,0
"1281","Psychotria chagrensis",1982,3
"1282","Psychotria chagrensis",1985,4
"1283","Psychotria chagrensis",1990,4
"1284","Psychotria chagrensis",1995,1
"1285","Psychotria chagrensis",2000,0
"1286","Psychotria chagrensis",2005,0
"1287","Psychotria chagrensis",2010,0
"1288","Psychotria chagrensis",2015,0
"1289","Psychotria cyanococca",1982,2
"1290","Psychotria cyanococca",1985,1
"1291","Psychotria cyanococca",1990,1
"1292","Psychotria cyanococca",1995,1
"1293","Psychotria cyanococca",2000,1
"1294","Psychotria cyanococca",2005,0
"1295","Psychotria cyanococca",2010,0
"1296","Psychotria cyanococca",2015,0
"1297","Psychotria deflexa",1982,9
"1298","Psychotria deflexa",1985,9
"1299","Psychotria deflexa",1990,4
"1300","Psychotria deflexa",1995,3
"1301","Psychotria deflexa",2000,2
"1302","Psychotria deflexa",2005,4
"1303","Psychotria deflexa",2010,4
"1304","Psychotria deflexa",2015,6
"1305","Psychotria grandis",1982,3
"1306","Psychotria grandis",1985,2
"1307","Psychotria grandis",1990,3
"1308","Psychotria grandis",1995,3
"1309","Psychotria grandis",2000,5
"1310","Psychotria grandis",2005,4
"1311","Psychotria grandis",2010,3
"1312","Psychotria grandis",2015,3
"1313","Psychotria hoffmannseggiana",1982,0
"1314","Psychotria hoffmannseggiana",1985,0
"1315","Psychotria hoffmannseggiana",1990,1
"1316","Psychotria hoffmannseggiana",1995,0
"1317","Psychotria hoffmannseggiana",2000,0
"1318","Psychotria hoffmannseggiana",2005,0
"1319","Psychotria hoffmannseggiana",2010,0
"1320","Psychotria hoffmannseggiana",2015,0
"1321","Psychotria horizontalis",1982,1667
"1322","Psychotria horizontalis",1985,1797
"1323","Psychotria horizontalis",1990,1555
"1324","Psychotria horizontalis",1995,1188
"1325","Psychotria horizontalis",2000,883
"1326","Psychotria horizontalis",2005,640
"1327","Psychotria horizontalis",2010,446
"1328","Psychotria horizontalis",2015,294
"1329","Psychotria limonensis",1982,5
"1330","Psychotria limonensis",1985,5
"1331","Psychotria limonensis",1990,5
"1332","Psychotria limonensis",1995,3
"1333","Psychotria limonensis",2000,11
"1334","Psychotria limonensis",2005,6
"1335","Psychotria limonensis",2010,4
"1336","Psychotria limonensis",2015,13
"1337","Psychotria marginata",1982,75
"1338","Psychotria marginata",1985,76
"1339","Psychotria marginata",1990,79
"1340","Psychotria marginata",1995,66
"1341","Psychotria marginata",2000,62
"1342","Psychotria marginata",2005,56
"1343","Psychotria marginata",2010,60
"1344","Psychotria marginata",2015,90
"1345","Psychotria racemosa",1982,0
"1346","Psychotria racemosa",1985,0
"1347","Psychotria racemosa",1990,1
"1348","Psychotria racemosa",1995,0
"1349","Psychotria racemosa",2000,0
"1350","Psychotria racemosa",2005,0
"1351","Psychotria racemosa",2010,0
"1352","Psychotria racemosa",2015,0
"1353","Psychotria tenuifolia",1982,3
"1354","Psychotria tenuifolia",1985,2
"1355","Psychotria tenuifolia",1990,1
"1356","Psychotria tenuifolia",1995,0
"1357","Psychotria tenuifolia",2000,0
"1358","Psychotria tenuifolia",2005,0
"1359","Psychotria tenuifolia",2010,0
"1360","Psychotria tenuifolia",2015,0
"1361","Pterocarpus rohrii",1982,10
"1362","Pterocarpus rohrii",1985,6
"1363","Pterocarpus rohrii",1990,2
"1364","Pterocarpus rohrii",1995,2
"1365","Pterocarpus rohrii",2000,1
"1366","Pterocarpus rohrii",2005,1
"1367","Pterocarpus rohrii",2010,0
"1368","Pterocarpus rohrii",2015,0
"1369","Quararibea asterolepis",1982,143
"1370","Quararibea asterolepis",1985,132
"1371","Quararibea asterolepis",1990,123
"1372","Quararibea asterolepis",1995,128
"1373","Quararibea asterolepis",2000,126
"1374","Quararibea asterolepis",2005,120
"1375","Quararibea asterolepis",2010,123
"1376","Quararibea asterolepis",2015,114
"1377","Quassia amara",1982,57
"1378","Quassia amara",1985,64
"1379","Quassia amara",1990,65
"1380","Quassia amara",1995,63
"1381","Quassia amara",2000,63
"1382","Quassia amara",2005,61
"1383","Quassia amara",2010,54
"1384","Quassia amara",2015,47
"1385","Randia armata",1982,132
"1386","Randia armata",1985,132
"1387","Randia armata",1990,136
"1388","Randia armata",1995,130
"1389","Randia armata",2000,123
"1390","Randia armata",2005,119
"1391","Randia armata",2010,118
"1392","Randia armata",2015,118
"1393","Rinorea sylvatica",1982,165
"1394","Rinorea sylvatica",1985,183
"1395","Rinorea sylvatica",1990,203
"1396","Rinorea sylvatica",1995,188
"1397","Rinorea sylvatica",2000,176
"1398","Rinorea sylvatica",2005,171
"1399","Rinorea sylvatica",2010,171
"1400","Rinorea sylvatica",2015,181
"1401","Sapium glandulosum",1982,6
"1402","Sapium glandulosum",1985,5
"1403","Sapium glandulosum",1990,3
"1404","Sapium glandulosum",1995,3
"1405","Sapium glandulosum",2000,3
"1406","Sapium glandulosum",2005,3
"1407","Sapium glandulosum",2010,3
"1408","Sapium glandulosum",2015,2
"1409","Senna dariensis dariensis",1982,37
"1410","Senna dariensis dariensis",1985,28
"1411","Senna dariensis dariensis",1990,26
"1412","Senna dariensis dariensis",1995,20
"1413","Senna dariensis dariensis",2000,21
"1414","Senna dariensis dariensis",2005,41
"1415","Senna dariensis dariensis",2010,36
"1416","Senna dariensis dariensis",2015,72
"1417","Simarouba amara",1982,15
"1418","Simarouba amara",1985,16
"1419","Simarouba amara",1990,17
"1420","Simarouba amara",1995,18
"1421","Simarouba amara",2000,19
"1422","Simarouba amara",2005,20
"1423","Simarouba amara",2010,18
"1424","Simarouba amara",2015,16
"1425","Siparuna pauciflora",1982,41
"1426","Siparuna pauciflora",1985,42
"1427","Siparuna pauciflora",1990,43
"1428","Siparuna pauciflora",1995,40
"1429","Siparuna pauciflora",2000,36
"1430","Siparuna pauciflora",2005,32
"1431","Siparuna pauciflora",2010,27
"1432","Siparuna pauciflora",2015,26
"1433","Sloanea terniflora",1982,5
"1434","Sloanea terniflora",1985,5
"1435","Sloanea terniflora",1990,5
"1436","Sloanea terniflora",1995,5
"1437","Sloanea terniflora",2000,4
"1438","Sloanea terniflora",2005,4
"1439","Sloanea terniflora",2010,4
"1440","Sloanea terniflora",2015,5
"1441","Socratea exorrhiza",1982,11
"1442","Socratea exorrhiza",1985,13
"1443","Socratea exorrhiza",1990,20
"1444","Socratea exorrhiza",1995,24
"1445","Socratea exorrhiza",2000,25
"1446","Socratea exorrhiza",2005,23
"1447","Socratea exorrhiza",2010,25
"1448","Socratea exorrhiza",2015,25
"1449","Solanum hayesii",1982,13
"1450","Solanum hayesii",1985,9
"1451","Solanum hayesii",1990,6
"1452","Solanum hayesii",1995,6
"1453","Solanum hayesii",2000,8
"1454","Solanum hayesii",2005,11
"1455","Solanum hayesii",2010,4
"1456","Solanum hayesii",2015,16
"1457","Sorocea affinis",1982,427
"1458","Sorocea affinis",1985,440
"1459","Sorocea affinis",1990,452
"1460","Sorocea affinis",1995,447
"1461","Sorocea affinis",2000,425
"1462","Sorocea affinis",2005,392
"1463","Sorocea affinis",2010,344
"1464","Sorocea affinis",2015,330
"1465","Spondias mombin",1982,1
"1466","Spondias mombin",1985,1
"1467","Spondias mombin",1990,1
"1468","Spondias mombin",1995,1
"1469","Spondias mombin",2000,1
"1470","Spondias mombin",2005,2
"1471","Spondias mombin",2010,2
"1472","Spondias mombin",2015,2
"1473","Spondias radlkoferi",1982,6
"1474","Spondias radlkoferi",1985,7
"1475","Spondias radlkoferi",1990,7
"1476","Spondias radlkoferi",1995,7
"1477","Spondias radlkoferi",2000,7
"1478","Spondias radlkoferi",2005,7
"1479","Spondias radlkoferi",2010,7
"1480","Spondias radlkoferi",2015,7
"1481","Stemmadenia grandiflora",1982,1
"1482","Stemmadenia grandiflora",1985,1
"1483","Stemmadenia grandiflora",1990,0
"1484","Stemmadenia grandiflora",1995,0
"1485","Stemmadenia grandiflora",2000,0
"1486","Stemmadenia grandiflora",2005,0
"1487","Stemmadenia grandiflora",2010,0
"1488","Stemmadenia grandiflora",2015,0
"1489","Sterculia apetala apetala",1982,7
"1490","Sterculia apetala apetala",1985,7
"1491","Sterculia apetala apetala",1990,7
"1492","Sterculia apetala apetala",1995,8
"1493","Sterculia apetala apetala",2000,8
"1494","Sterculia apetala apetala",2005,8
"1495","Sterculia apetala apetala",2010,7
"1496","Sterculia apetala apetala",2015,5
"1497","Stylogyne turbacensis",1982,18
"1498","Stylogyne turbacensis",1985,25
"1499","Stylogyne turbacensis",1990,22
"1500","Stylogyne turbacensis",1995,23
"1501","Stylogyne turbacensis",2000,20
"1502","Stylogyne turbacensis",2005,19
"1503","Stylogyne turbacensis",2010,15
"1504","Stylogyne turbacensis",2015,21
"1505","Swartzia simplex continentalis",1982,162
"1506","Swartzia simplex continentalis",1985,201
"1507","Swartzia simplex continentalis",1990,214
"1508","Swartzia simplex continentalis",1995,214
"1509","Swartzia simplex continentalis",2000,215
"1510","Swartzia simplex continentalis",2005,219
"1511","Swartzia simplex continentalis",2010,220
"1512","Swartzia simplex continentalis",2015,233
"1513","Swartzia simplex grandiflora",1982,61
"1514","Swartzia simplex grandiflora",1985,64
"1515","Swartzia simplex grandiflora",1990,62
"1516","Swartzia simplex grandiflora",1995,64
"1517","Swartzia simplex grandiflora",2000,65
"1518","Swartzia simplex grandiflora",2005,65
"1519","Swartzia simplex grandiflora",2010,76
"1520","Swartzia simplex grandiflora",2015,79
"1521","Symphonia globulifera",1982,6
"1522","Symphonia globulifera",1985,3
"1523","Symphonia globulifera",1990,1
"1524","Symphonia globulifera",1995,1
"1525","Symphonia globulifera",2000,1
"1526","Symphonia globulifera",2005,1
"1527","Symphonia globulifera",2010,1
"1528","Symphonia globulifera",2015,0
"1529","Tabebuia guayacan",1982,4
"1530","Tabebuia guayacan",1985,4
"1531","Tabebuia guayacan",1990,5
"1532","Tabebuia guayacan",1995,5
"1533","Tabebuia guayacan",2000,4
"1534","Tabebuia guayacan",2005,3
"1535","Tabebuia guayacan",2010,2
"1536","Tabebuia guayacan",2015,2
"1537","Tabebuia rosea",1982,10
"1538","Tabebuia rosea",1985,7
"1539","Tabebuia rosea",1990,8
"1540","Tabebuia rosea",1995,8
"1541","Tabebuia rosea",2000,9
"1542","Tabebuia rosea",2005,10
"1543","Tabebuia rosea",2010,9
"1544","Tabebuia rosea",2015,9
"1545","Tabernaemontana arborea",1982,12
"1546","Tabernaemontana arborea",1985,15
"1547","Tabernaemontana arborea",1990,13
"1548","Tabernaemontana arborea",1995,13
"1549","Tabernaemontana arborea",2000,16
"1550","Tabernaemontana arborea",2005,18
"1551","Tabernaemontana arborea",2010,16
"1552","Tabernaemontana arborea",2015,18
"1553","Tachigali versicolor",1982,5
"1554","Tachigali versicolor",1985,4
"1555","Tachigali versicolor",1990,2
"1556","Tachigali versicolor",1995,3
"1557","Tachigali versicolor",2000,2
"1558","Tachigali versicolor",2005,1
"1559","Tachigali versicolor",2010,2
"1560","Tachigali versicolor",2015,2
"1561","Talisia croatii",1982,6
"1562","Talisia croatii",1985,7
"1563","Talisia croatii",1990,3
"1564","Talisia croatii",1995,2
"1565","Talisia croatii",2000,2
"1566","Talisia croatii",2005,3
"1567","Talisia croatii",2010,3
"1568","Talisia croatii",2015,3
"1569","Talisia nervosa",1982,160
"1570","Talisia nervosa",1985,178
"1571","Talisia nervosa",1990,178
"1572","Talisia nervosa",1995,186
"1573","Talisia nervosa",2000,188
"1574","Talisia nervosa",2005,194
"1575","Talisia nervosa",2010,191
"1576","Talisia nervosa",2015,192
"1577","Terminalia amazonia",1982,1
"1578","Terminalia amazonia",1985,1
"1579","Terminalia amazonia",1990,1
"1580","Terminalia amazonia",1995,1
"1581","Terminalia amazonia",2000,1
"1582","Terminalia amazonia",2005,1
"1583","Terminalia amazonia",2010,1
"1584","Terminalia amazonia",2015,1
"1585","Terminalia oblonga",1982,17
"1586","Terminalia oblonga",1985,17
"1587","Terminalia oblonga",1990,17
"1588","Terminalia oblonga",1995,18
"1589","Terminalia oblonga",2000,18
"1590","Terminalia oblonga",2005,19
"1591","Terminalia oblonga",2010,19
"1592","Terminalia oblonga",2015,18
"1593","Ternstroemia tepezapote",1982,0
"1594","Ternstroemia tepezapote",1985,1
"1595","Ternstroemia tepezapote",1990,1
"1596","Ternstroemia tepezapote",1995,1
"1597","Ternstroemia tepezapote",2000,1
"1598","Ternstroemia tepezapote",2005,0
"1599","Ternstroemia tepezapote",2010,0
"1600","Ternstroemia tepezapote",2015,0
"1601","Tetragastris panamensis",1982,34
"1602","Tetragastris panamensis",1985,36
"1603","Tetragastris panamensis",1990,37
"1604","Tetragastris panamensis",1995,38
"1605","Tetragastris panamensis",2000,34
"1606","Tetragastris panamensis",2005,37
"1607","Tetragastris panamensis",2010,33
"1608","Tetragastris panamensis",2015,29
"1609","Tetrathylacium johansenii",1982,1
"1610","Tetrathylacium johansenii",1985,1
"1611","Tetrathylacium johansenii",1990,1
"1612","Tetrathylacium johansenii",1995,1
"1613","Tetrathylacium johansenii",2000,1
"1614","Tetrathylacium johansenii",2005,1
"1615","Tetrathylacium johansenii",2010,1
"1616","Tetrathylacium johansenii",2015,0
"1617","Theobroma cacao",1982,2
"1618","Theobroma cacao",1985,2
"1619","Theobroma cacao",1990,3
"1620","Theobroma cacao",1995,3
"1621","Theobroma cacao",2000,3
"1622","Theobroma cacao",2005,3
"1623","Theobroma cacao",2010,3
"1624","Theobroma cacao",2015,3
"1625","Thevetia ahouai",1982,7
"1626","Thevetia ahouai",1985,10
"1627","Thevetia ahouai",1990,10
"1628","Thevetia ahouai",1995,8
"1629","Thevetia ahouai",2000,17
"1630","Thevetia ahouai",2005,17
"1631","Thevetia ahouai",2010,18
"1632","Thevetia ahouai",2015,16
"1633","Tocoyena pittieri",1982,1
"1634","Tocoyena pittieri",1985,1
"1635","Tocoyena pittieri",1990,1
"1636","Tocoyena pittieri",1995,1
"1637","Tocoyena pittieri",2000,1
"1638","Tocoyena pittieri",2005,1
"1639","Tocoyena pittieri",2010,1
"1640","Tocoyena pittieri",2015,1
"1641","Trattinnickia aspera",1982,3
"1642","Trattinnickia aspera",1985,3
"1643","Trattinnickia aspera",1990,4
"1644","Trattinnickia aspera",1995,5
"1645","Trattinnickia aspera",2000,6
"1646","Trattinnickia aspera",2005,5
"1647","Trattinnickia aspera",2010,4
"1648","Trattinnickia aspera",2015,2
"1649","Trema micrantha",1982,0
"1650","Trema micrantha",1985,0
"1651","Trema micrantha",1990,0
"1652","Trema micrantha",1995,0
"1653","Trema micrantha",2000,0
"1654","Trema micrantha",2005,0
"1655","Trema micrantha",2010,2
"1656","Trema micrantha",2015,0
"1657","Trichanthera gigantea",1982,1
"1658","Trichanthera gigantea",1985,0
"1659","Trichanthera gigantea",1990,0
