"","censussize","censusyear","simulation_nr","D_species_richness","D_simpson","N_runs","H_simpson"
"682",58553.6,2015,82,229,0.847750370289396,1,6.56816047369572
"683",58553.6,2015,83,235,0.849856888617392,1,6.66031222339404
"684",58553.6,2015,84,233,0.846416713060634,1,6.5111251356067
"685",58553.6,2015,85,231,0.846926302378061,1,6.53280096800036
"686",58553.6,2015,86,227,0.847156438808992,1,6.54263740132504
"687",58553.6,2015,87,233,0.848282283312559,1,6.5911880420672
"688",58553.6,2015,88,230,0.848473967295327,1,6.5995260494216
"689",58553.6,2015,89,236,0.847634195547638,1,6.56315243170362
"690",58553.6,2015,90,226,0.848677182694118,1,6.60838872685412
"691",58553.6,2015,91,233,0.846753206429205,1,6.52542201176976
"692",58553.6,2015,92,234,0.847118922818847,1,6.5410318820234
"693",58553.6,2015,93,234,0.849602937894483,1,6.64906605222388
"694",58553.6,2015,94,239,0.847697033480874,1,6.56586029054414
"695",58553.6,2015,95,230,0.844820293112427,1,6.44414157016351
"696",58553.6,2015,96,229,0.851543589284316,1,6.73598395097363
"697",58553.6,2015,97,232,0.849779284941769,1,6.65687152143006
"698",58553.6,2015,98,225,0.844776864461816,1,6.44233861487745
"699",58553.6,2015,99,232,0.847724471368875,1,6.56704336533558
"700",58553.6,2015,100,239,0.848441817165525,1,6.59812608793389
"701",66918.4,2015,1,236,0.847091345922372,1,6.53985221459293
"702",66918.4,2015,2,234,0.850274016668758,1,6.678867473441
"703",66918.4,2015,3,236,0.850400441661116,1,6.68451171316111
"704",66918.4,2015,4,236,0.848764450571551,1,6.61220198411823
"705",66918.4,2015,5,236,0.84674978022789,1,6.52527612349951
"706",66918.4,2015,6,236,0.847705695161971,1,6.56623372136954
"707",66918.4,2015,7,238,0.848371647028331,1,6.59507262594116
"708",66918.4,2015,8,240,0.850399176087891,1,6.68445516441474
"709",66918.4,2015,9,236,0.848586850490372,1,6.60444620060171
"710",66918.4,2015,10,234,0.851076780762023,1,6.71486961614774
"711",66918.4,2015,11,239,0.848424177469048,1,6.59735822839289
"712",66918.4,2015,12,240,0.846525124085047,1,6.5157244404885
"713",66918.4,2015,13,236,0.84859981788975,1,6.60501187027501
"714",66918.4,2015,14,240,0.848972700013817,1,6.62131945741921
"715",66918.4,2015,15,233,0.846776225289847,1,6.52640232817432
"716",66918.4,2015,16,240,0.848890349162323,1,6.61771100956486
"717",66918.4,2015,17,236,0.848716962364614,1,6.61012639374774
"718",66918.4,2015,18,230,0.847461784000638,1,6.5557342037105
"719",66918.4,2015,19,233,0.848645488210113,1,6.60700489317566
"720",66918.4,2015,20,232,0.849891700935866,1,6.66185684758675
"721",66918.4,2015,21,238,0.848945742290601,1,6.6201377913082
"722",66918.4,2015,22,236,0.848480992102734,1,6.59983202027053
"723",66918.4,2015,23,239,0.848205729159914,1,6.58786391914284
"724",66918.4,2015,24,234,0.846384676351824,1,6.50976723058105
"725",66918.4,2015,25,241,0.845683796018172,1,6.48020087454822
"726",66918.4,2015,26,235,0.851853968800584,1,6.75009645485487
"727",66918.4,2015,27,237,0.847416600332017,1,6.55379289081231
"728",66918.4,2015,28,238,0.848135407003421,1,6.58481335423939
"729",66918.4,2015,29,238,0.844088678551789,1,6.41390240754372
"730",66918.4,2015,30,238,0.848053532598238,1,6.58126521201639
"731",66918.4,2015,31,239,0.847430884703107,1,6.55440649343768
"732",66918.4,2015,32,222,0.847912084822088,1,6.57514437508203
"733",66918.4,2015,33,235,0.846076342330073,1,6.49672711224412
"734",66918.4,2015,34,235,0.847953158176579,1,6.5769205595296
"735",66918.4,2015,35,237,0.848476176379323,1,6.59962226470333
"736",66918.4,2015,36,232,0.847160071395346,1,6.54279290189061
"737",66918.4,2015,37,235,0.848100913781241,1,6.58331807579039
"738",66918.4,2015,38,232,0.848645698742867,1,6.6070140834724
"739",66918.4,2015,39,233,0.847743782717585,1,6.56787629332162
"740",66918.4,2015,40,243,0.847554883045756,1,6.55973782551622
"741",66918.4,2015,41,237,0.849289030279837,1,6.63521707714294
"742",66918.4,2015,42,235,0.849976324231949,1,6.66561457636913
"743",66918.4,2015,43,231,0.848901441049339,1,6.61819680442176
"744",66918.4,2015,44,239,0.848974041225393,1,6.62137825916679
"745",66918.4,2015,45,238,0.850165610146433,1,6.67403525303702
"746",66918.4,2015,46,236,0.850680166023997,1,6.69703396643681
"747",66918.4,2015,47,232,0.846245936726462,1,6.50389315709294
"748",66918.4,2015,48,244,0.848768708778812,1,6.6123881633558
"749",66918.4,2015,49,240,0.847910386022462,1,6.57507093250753
