"delta"
0.00011410235879028
9.9432608778538e-05
0.000135576581687946
0.000115304570042607
0.000106833290164143
9.19191318567991e-05
0.000125048877754885
9.77389034895193e-05
5.97816678806762e-05
0.000106424341282718
9.36882432690522e-05
8.2085053359382e-05
0.000135481015771877
0.000113577286906752
0.000177001921210507
0.00012324283993792
0.000195311813510957
0.000110045872037778
7.12054281403196e-05
0.000102778436286699
0.000109314581786313
0.000109854231930329
0.000108610546061039
0.000130563397895189
0.000183631635097825
0.000145986855950908
0.000187757336669647
8.23740257629435e-05
0.000138368613950779
0.000129552848510461
0.000145679457496661
9.41837882272312e-05
0.000110760004435217
0.000123270714243007
6.35783892817265e-05
9.53939386606484e-05
0.000122288849126906
0.000121102111923066
0.000158371955335967
7.67608754417282e-05
0.000138222305124835
0.000129021190367284
0.000123406732828069
0.000174852133640435
0.000106315331853679
0.000153624971655164
7.48673100456898e-05
9.88358687310509e-05
0.000108930787398154
0.000121979054081955
0.000114697497646477
0.00011740942825389
8.88580443110243e-05
8.83791415474677e-05
0.000228639139441156
0.000132564971194293
0.000105641299019132
8.9688297309154e-05
0.00011188892318581
0.000214299674721197
5.80893381799674e-05
0.000116976007890179
8.18059939300397e-05
0.000135533379073682
0.000109354447095256
9.77968104522997e-05
0.000159027853377403
7.74122869148242e-05
0.00010432178986397
0.000132399332041677
0.000103886899637362
0.000155413133220761
7.96325948665411e-05
0.000129033149725344
6.1350124789139e-05
0.000186647096456771
9.75438264104733e-05
0.000134012712506015
0.000112234843446912
7.81937256127962e-05
0.000224291302415636
0.000118724385768099
0.000104537580449926
0.000145796550382604
9.43038067536817e-05
0.000146428217080108
0.000100105379192361
0.000137427640024224
9.20912519216666e-05
0.000188739878903887
0.00014545754115014
0.000152099701889785
0.000112244153016916
0.000127958961214647
0.000100576007067366
0.000133283415216012
7.46480296681673e-05
0.000226554580762373
8.65116573488534e-05
9.56550681335822e-05
0.000120953499810117
0.000134758202622209
0.00017735984881706
0.000105533167429117
0.000113528157451581
0.000140564495211826
7.40953853120008e-05
0.000121246180876056
0.000112661139161641
0.000124512573012492
0.00011404421788308
0.000115683663434174
0.000144887889965917
0.000110802457169101
7.3257205016164e-05
0.00010516262090543
0.000142076996604068
0.000103808038506403
9.16412902969288e-05
0.000117814227315494
8.77353936404868e-05
0.000156377302905963
0.000153108945034064
6.23842347340364e-05
0.000156347797031442
9.5498614728462e-05
0.00014095432001382
0.000174991051733242
